mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	3	1		C.I{		C	I		I	I						{	M	0	0	0, 4, 1		0	0
3	3	1/4	1/4	4/4	3	1		I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	1/2	1/2	4/4	3	1		IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	3/4	3/4	4/4	3	1		V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	0	0	4/4	3	1		I|IAC}		C	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
4	4	1/4	1/4	4/4	3	1		{		C	I									{		0	0				
4	4	1/2	1/2	4/4	3	1		V.I		C	V		I	I							M	0	0	0, 4, 1		0	0
5	5	0	0	4/4	3	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
5	5	1/4	1/4	4/4	3	1		viio6		C	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
5	5	1/2	1/2	4/4	3	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
6	6	0	0	4/4	3	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	1/4	1/4	4/4	3	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	3/8	3/8	4/4	3	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	1/2	1/2	4/4	3	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
7	7	0	0	4/4	3	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	7	1/4	1/4	4/4	3	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
7	7	1/2	1/2	4/4	3	1		I|IAC}		C	V		I	I					IAC	}	M	0	0	0, 4, 1		0	0
7	7	3/4	3/4	4/4	3	1		I.V{		C	I		V	V						{	M	0	0	1, 5, 2		1	1
8	8	0	0	4/4	3	1		I		C	I		I	I							M	0	0	0, 4, 1		0	0
8	8	1/2	1/2	4/4	3	1		V(4)		C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
8	8	5/8	5/8	4/4	3	1		I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
8	8	3/4	3/4	4/4	3	1		ii65		C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
8	8	7/8	7/8	4/4	3	1		viio6		C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
9	9	0	0	4/4	3	1		I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
9	9	1/8	1/8	4/4	3	1		I		C	I		I	I							M	0	0	0, 4, 1		0	0
10	10	1/4	1/4	4/4	3	1		I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
10	10	1/2	1/2	4/4	3	1		vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
10	10	3/4	3/4	4/4	3	1		ii7		C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
10	10	15/16	15/16	4/4	3	1		V43		C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
11	11	0	0	4/4	3	1		I6|IAC}		C	I		I6	I		6			IAC	}	M	0	0	4, 1, 0		0	4
11	11	1/8	1/8	4/4	3	1		I{		C	I		I	I						{	M	0	0	0, 4, 1		0	0
11	11	1/4	1/4	4/4	3	1		V.IV6		C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
11	11	3/8	3/8	4/4	3	1		V6		C	V		V6	V		6					M	0	0	5, 2, 1		1	5
11	11	1/2	1/2	4/4	3	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
11	11	3/4	3/4	4/4	3	1		IV6		C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
12	12	0	0	4/4	3	1		V(64)		C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
12	12	1/4	1/4	4/4	3	1		V7(4)		C	V		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
12	12	3/8	3/8	4/4	3	1		V7		C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	1/2	1/2	4/4	3	1		I|IAC}		C	V		I	I					IAC	}	M	0	0	0, 4, 1		0	0
12	12	3/4	3/4	4/4	3	1		I.V2{		C	I		V2	V		2				{	Mm7	0	0	-1, 1, 5, 2		1	-1
13	13	0	0	4/4	3	1		I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
13	13	1/4	1/4	4/4	3	1		IV6	vi	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
13	13	1/2	1/2	4/4	3	1		V(64)		C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
13	13	3/4	3/4	4/4	3	1		V7(4)		C	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
13	13	7/8	7/8	4/4	3	1		V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	0	0	4/4	3	1		I|PAC}		C	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
14	14	1/4	1/4	4/4	3	1		{		C	I									{		0	0				
14	14	1/2	1/2	4/4	3	1		V.I		C	V		I	I							M	0	0	0, 4, 1		0	0
15	15	0	0	4/4	3	1		V(4)		C	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
15	15	1/8	1/8	4/4	3	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
15	15	1/4	1/4	4/4	3	1		ii65		C	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
15	15	3/8	3/8	4/4	3	1		viio6		C	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
15	15	1/2	1/2	4/4	3	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
15	15	3/4	3/4	4/4	3	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
16	16	0	0	4/4	3	1		IV6		C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
16	16	1/4	1/4	4/4	3	1		V65		C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
16	16	1/2	1/2	4/4	3	1		I|IAC}{		C	V		I	I					IAC	}{	M	0	0	0, 4, 1		0	0
17	17	0	0	4/4	3	1		IV6/IV		C	V		IV6/IV	IV		6		IV			M	0	0	2, -1, -2		-2	2
17	17	1/4	1/4	4/4	3	1		V65/IV		C	V		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
17	17	1/2	1/2	4/4	3	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
17	17	3/4	3/4	4/4	3	1		ii6		C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
18	18	0	0	4/4	3	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
18	18	1/4	1/4	4/4	3	1		V7		C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	18	1/2	1/2	4/4	3	1		I|IAC}{		C	V		I	I					IAC	}{	M	0	0	0, 4, 1		0	0
19	19	0	0	4/4	3	1		viio6		C	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
19	19	1/2	1/2	4/4	3	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
19	19	7/8	7/8	4/4	3	1		ii6		C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
20	20	0	0	4/4	3	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
20	20	1/4	1/4	4/4	3	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
20	20	3/8	3/8	4/4	3	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
20	20	1/2	1/2	4/4	3	1		V(64)		C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
20	20	3/4	3/4	4/4	3	1		V7(4)		C	V		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
20	20	7/8	7/8	4/4	3	1		V7		C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	21	0	0	4/4	3	1		I|IAC}		C	V		I	I					IAC	}	M	0	0	0, 4, 1		0	0
22	22	1/2	1/2	4/4	3	1		V6{		C	V		V6	V		6				{	M	0	0	5, 2, 1		1	5
22	22	3/4	3/4	4/4	3	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
23	23	0	0	4/4	3	1		V|HC}		C	V		V	V					HC	}	M	0	0	1, 5, 2		1	1
23	23	1/4	1/4	4/4	3	1		I{		C	V		I	I						{	M	0	0	0, 4, 1		0	0
24	24	1/4	1/4	4/4	3	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
24	24	1/2	1/2	4/4	3	1		ii64(42)		C	V		ii64(42)	ii		64	42				m	0	0	3, 4, 1		2	3
24	24	5/8	5/8	4/4	3	1		ii64		C	V		ii64	ii		64					m	0	0	3, 2, -1		2	3
24	24	3/4	3/4	4/4	3	1		ii		C	V		ii	ii							m	0	0	2, -1, 3		2	2
25	25	0	0	4/4	3	1		I64(42)		C	V		I64(42)	I		64	42				M	0	0	1, 2, -1		0	1
25	25	1/8	1/8	4/4	3	1		I64		C	V		I64	I		64					M	0	0	1, 0, 4		0	1
25	25	1/4	1/4	4/4	3	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
25	25	1/2	1/2	4/4	3	1		vi.ii%43(42)		C	vi		ii%43(42)	ii	%	43	42				%7	0	1	-4, 0, -3, 1		2	-4
