mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	2.0	0	0	4/4	3	1	c.i{		c	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	2	1.0	1/2	1/2	4/4	3	1	VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
1	1	3	1.0	3/4	3/4	4/4	3	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
2	2	4	1.0	0	0	4/4	3	1	v6(4)		c	i		v6(4)	v		6	4				m	1	1	0, 2, 1		1	0
2	2	5	0.5	1/4	1/4	4/4	3	1	v6		c	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
2	2	11/2	0.5	3/8	3/8	4/4	3	1	v		c	i		v	v							m	1	1	1, -2, 2		1	1
2	2	6	1.0	1/2	1/2	4/4	3	1	VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
2	2	7	0.5	3/4	3/4	4/4	3	1	i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	15/2	0.5	7/8	7/8	4/4	3	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
3	3	8	1.0	0	0	4/4	3	1	V(4)		c	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
3	3	9	1.0	1/4	1/4	4/4	3	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
3	3	10	1.0	1/2	1/2	4/4	3	1	i|PAC}{		c	i		i	i					PAC	}{	m	1	1	0, -3, 1		0	0
3	3	11	0.5	3/4	3/4	4/4	3	1	VI6		c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
3	3	23/2	0.5	7/8	7/8	4/4	3	1	iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
4	4	12	1.0	0	0	4/4	3	1	v6(2)		c	i		v6(2)	v		6	2				m	1	1	-2, 2, -4		1	-2
4	4	13	0.5	1/4	1/4	4/4	3	1	v6		c	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
4	4	27/2	0.5	3/8	3/8	4/4	3	1	III6		c	i		III6	III		6					M	1	1	1, -2, -3		-3	1
4	4	14	1.0	1/2	1/2	4/4	3	1	iv6(2)		c	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
4	4	15	0.5	3/4	3/4	4/4	3	1	iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
4	4	31/2	0.5	7/8	7/8	4/4	3	1	iio6		c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
5	5	16	1.0	0	0	4/4	3	1	V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
5	5	17	1.0	1/4	1/4	4/4	3	1	V(64)		c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
5	5	18	1.0	1/2	1/2	4/4	3	1	V(4)		c	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
5	5	19	1.0	3/4	3/4	4/4	3	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
6	6	20	1.0	0	0	4/4	3	1	i|PAC}{		c	i		i	i					PAC	}{	m	1	1	0, -3, 1		0	0
