mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
4	4	14	14	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	80								
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	81								
4	4	15	15	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/8	6	
4	4	15	15	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	82								
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	83								
5	5	16	16	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	84								
5	5	17	17	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	85								
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	86								
5	5	16	16	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	87								
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	88								
5	5	16	16	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	89								
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	90								
5	5	17	17	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	91								
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	92								
5	5	18	18	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	93								
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	94								
5	5	19	19	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	95								
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	96								
5	5	16	16	0.0	0	0	FiguredBass	4/4	4	1	0									1/8	5	4
5	5	16	16	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	97								
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	98								
5	5	17	17	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/8	6	
5	5	17	17	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	99								
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	100								
5	5	18	18	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/8	9	
5	5	18	18	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	101								
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	102								
5	5	19	19	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/8	5	
5	5	19	19	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	103								
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	104								
6	6	20	20	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	105								
6	6	21	21	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	106								
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	107								
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	108								
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	109								
6	6	20	20	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	110								
6	6	23	23	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	111								
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	112								
6	6	20	20	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	113								
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	114								
6	6	21	21	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	115								
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	116								
6	6	22	22	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	117								
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	118								
6	6	23	23	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	119								
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	120								
6	6	20	20	0.0	0	0	FiguredBass	4/4	4	1	0									1/8	9	
6	6	20	20	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	121								
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	122								
6	6	21	21	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/8	6	
6	6	21	21	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	123								
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	124								
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/8	7	
6	6	22	22	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	125								
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	126								
6	6	23	23	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/8	6	4
6	6	23	23	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	127								
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	128								
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	129								
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	130								
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	131								
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	132								
7	7	25	25	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	133								
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	134								
7	7	24	24	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	135								
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	136								
7	7	25	25	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	137								
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	138								
7	7	26	26	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	139								
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	140								
7	7	27	27	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	141								
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	142								
7	7	24	24	0.0	0	0	FiguredBass	4/4	4	1	0									1/8	7	#
7	7	24	24	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	143								
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	144								
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/4	5	
7	7	25	25	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	145								
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	146								
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/4	6	5
7	7	26	26	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	147								
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	148								
7	7	27	27	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/2	#	
7	7	27	27	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	149								
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	150								
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	151								
8	8	29	29	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	152								
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	153								
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	154								
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	155								
8	8	28	28	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	156								
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	157								
8	8	29	29	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	158								
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	159								
8	8	30	30	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	160								
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	161								
8	8	31	31	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	162								
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	163								
8	8	28	28	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	164								
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	165								
8	8	29	29	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/4	6	
8	8	29	29	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	166								
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	167								
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/4	6	5
8	8	30	30	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	168								
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	169								
8	8	31	31	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	170								
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	171								
9	9	32	32	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	172								
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	173								
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	174								
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	175								
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	176								
9	9	32	32	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	177								
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	178								
9	9	33	33	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	179								
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	180								
9	9	34	34	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	181								
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	182								
9	9	35	35	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	183								
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	184								
9	9	32	32	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	9	
9	9	32	32	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	185								
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	186								
9	9	33	33	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/4	6	
9	9	33	33	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	187								
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	188								
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/4	9	
9	9	34	34	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	189								
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	190								
9	9	35	35	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/4	6	
9	9	35	35	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	191								
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	192								
10	10	36	36	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	193								
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	194								
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	195								
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	196								
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	197								
10	10	36	36	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	198								
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	199								
10	10	37	37	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	200								
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	201								
10	10	38	38	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	202								
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	203								
10	10	39	39	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	204								
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	205								
10	10	36	36	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	9	
10	10	36	36	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	206								
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	207								
10	10	37	37	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/4	6	
10	10	37	37	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	208								
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	209								
10	10	38	38	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/4	9	
10	10	38	38	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	210								
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	211								
10	10	39	39	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/4	6	
10	10	39	39	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	212								
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	213								
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	214								
11	11	41	41	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	215								
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	216								
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	217								
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	218								
11	11	40	40	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	219								
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	220								
11	11	41	41	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	221								
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	222								
11	11	42	42	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	223								
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	224								
11	11	43	43	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	225								
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	226								
11	11	40	40	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	4	
11	11	40	40	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	227								
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	228								
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/4	6	
11	11	41	41	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	229								
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	230								
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/4	9	
11	11	42	42	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	231								
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	232								
11	11	43	43	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/4	5	
11	11	43	43	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	233								
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	234								
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	235								
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	236								
12	12	46	46	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	237								
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	238								
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	239								
12	12	44	44	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	240								
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	241								
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	242								
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	243								
12	12	44	44	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	244								
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	245								
12	12	45	45	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	246								
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	247								
12	12	46	46	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	248								
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	249								
12	12	47	47	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	250								
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	251								
12	12	44	44	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	9	
12	12	44	44	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	252								
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	253								
12	12	45	45	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/2	6	
12	12	45	45	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	254								
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	255								
12	12	46	46	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	256								
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	257								
12	12	47	47	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/8	5	
12	12	47	47	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	258								
12	12	95/2	95/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0									1/8	6	
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	259								
