mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
5	5	12	12	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	44					
5	5	12	12	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	45					
5	5	13	13	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	6		
5	5	13	13	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	46					
5	5	14	14	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	#		
5	5	14	14	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	47					
6	6	15	15	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	48					
6	6	15	15	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	49					
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	50					
6	6	16	16	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	51					
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	52					
6	6	17	17	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	53					
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	54					
6	6	15	15	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	55					
6	6	16	16	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	6		
6	6	16	16	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	56					
6	6	17	17	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	#		
6	6	17	17	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	57					
7	7	18	18	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	58					
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	59					
7	7	19	19	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	60					
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	61					
7	7	20	20	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	62					
7	7	18	18	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	63					
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	64					
7	7	20	20	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	65					
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	66					
7	7	18	18	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	67					
7	7	19	19	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	6		
7	7	19	19	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	68					
7	7	20	20	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	6		
7	7	20	20	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	69					
8	8	21	21	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	70					
8	8	43/2	43/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	71					
8	8	22	22	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	72					
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	73					
8	8	23	23	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	74					
8	8	21	21	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	75					
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	76					
8	8	23	23	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	77					
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	78					
8	8	21	21	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	7	#	
8	8	21	21	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	79					
8	8	22	22	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	6		
8	8	22	22	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	80					
8	8	23	23	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	81					
9	9	24	24	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	82					
9	9	49/2	49/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	83					
9	9	25	25	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	84					
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	85					
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	86					
9	9	24	24	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	87					
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	88					
9	9	26	26	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	89					
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	90					
9	9	24	24	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	7		
9	9	24	24	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	91					
9	9	25	25	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	6		
9	9	25	25	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	92					
9	9	26	26	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	93					
10	10	27	27	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	94					
10	10	57/2	57/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	95					
10	10	29	29	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	96					0
10	10	59/2	59/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	97					
10	10	27	27	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	98					
10	10	57/2	57/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	99					
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	100					
10	10	27	27	0.0	0	0	FiguredBass	3/4	3	1	0					3/8	#		
10	10	27	27	1.5	0	0	Chord	3/4	3	1	3/8	1/4	3/2	101					
10	10	57/2	57/2	0.0	3/8	3/8	FiguredBass	3/4	3	1	0					1/8	6		
10	10	57/2	57/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	102					
10	10	29	29	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	5		
10	10	29	29	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	103					
11	11	30	30	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	104					1
11	11	61/2	61/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	105					
11	11	31	31	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	106					
11	11	30	30	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	107					
11	11	31	31	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	108					
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	109					
11	11	30	30	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	110					
11	11	31	31	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	5	4	
11	11	31	31	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	111					
11	11	32	32	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	#		
11	11	32	32	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	112					
12	12	33	33	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	113					
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	114					
12	12	34	34	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	115					
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	116					
12	12	35	35	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	117					
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	118					
12	12	33	33	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	119					
12	12	33	33	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	120					
12	12	34	34	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	121					
12	12	35	35	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	6		
12	12	35	35	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	122					
13	13	36	36	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	123					
13	13	36	36	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	124					
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	125					
13	13	37	37	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	126					
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	127					
13	13	38	38	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	128					
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	129					
13	13	36	36	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	130					
13	13	37	37	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	6		
13	13	37	37	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	131					
13	13	38	38	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	132					
14	14	39	39	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	133					
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	134					
14	14	40	40	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	135					
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	136					
14	14	41	41	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	137					
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	138					
14	14	39	39	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	139					
14	14	39	39	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	#		
14	14	39	39	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	140					
14	14	40	40	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	6		
14	14	40	40	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	141					
14	14	41	41	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	142					
15	15	42	42	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	143					
15	15	42	42	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	144					
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	145					
15	15	43	43	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	146					
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	147					
15	15	44	44	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	148					
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	149					
15	15	42	42	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	#		
15	15	42	42	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	150					
15	15	43	43	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	6		
15	15	43	43	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	151					
15	15	44	44	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	#		
15	15	44	44	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	152					
16	16	45	45	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	153					
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	154					
16	16	46	46	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	155					
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	156					
16	16	47	47	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	157					
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	158					
16	16	45	45	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	159					
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	160					
16	16	47	47	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	161					
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	162					
16	16	45	45	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	163					
16	16	46	46	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	6		
16	16	46	46	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	164					
16	16	47	47	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	165					
17	17	48	48	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	166					
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	167					
17	17	49	49	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	168					
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	169					
17	17	50	50	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	170					
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	171					
17	17	48	48	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	172					
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	173					
17	17	50	50	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	174					
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	175					
17	17	48	48	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	5		
17	17	48	48	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	176					
17	17	49	49	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	6		
17	17	49	49	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	177					
17	17	50	50	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	178					
18	18	51	51	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	179					
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	180					
18	18	52	52	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	181					
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	182					
18	18	53	53	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	183					
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	184					
18	18	51	51	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	185					
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	186					
18	18	53	53	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	187					
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	188					
18	18	51	51	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	#		
18	18	51	51	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	189					
18	18	52	52	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	6		
18	18	52	52	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	190					
18	18	53	53	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	191					
19	19	54	54	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	192					
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	193					
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	194					
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	195					
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	196					
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	197					
19	19	54	54	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	198					
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	199					
19	19	56	56	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	200					
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	201					
19	19	54	54	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	5		
19	19	54	54	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	202					
19	19	55	55	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	6		
19	19	55	55	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	203					
19	19	56	56	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	204					
20	20	57	57	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	205					
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	206					
20	20	58	58	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	207					
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	208					
20	20	59	59	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	209					
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	210					
20	20	57	57	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	211					
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	212					
20	20	59	59	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	213					
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	214					
20	20	57	57	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	5		
20	20	57	57	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	215					
20	20	58	58	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	6		
20	20	58	58	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	216					
20	20	59	59	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	217					
21	21	60	60	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	218					
21	21	121/2	121/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	219					
21	21	61	61	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	220					
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	221					
21	21	62	62	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	222					
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	223					
21	21	60	60	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	224					
21	21	61	61	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	225					
21	21	62	62	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	226					
21	21	60	60	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	5		
21	21	60	60	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	227					
21	21	61	61	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	6		
21	21	61	61	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	228					
21	21	62	62	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	229					
22	22	63	63	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	230					
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	231					
22	22	64	64	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	232					
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	233					
22	22	65	65	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	234					
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	235					
22	22	63	63	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	236					
22	22	64	64	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	237					
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	238					
22	22	63	63	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	7		
22	22	63	63	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	239					
22	22	64	64	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	6		
22	22	64	64	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	240					
22	22	65	65	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	7		
22	22	65	65	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	241					
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	242					
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	243					
23	23	67	67	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	244					
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	245					
23	23	68	68	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	246					
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	247					
23	23	66	66	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	248					
23	23	67	67	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	249					
23	23	68	68	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	250					
23	23	66	66	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	7		
23	23	66	66	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	251					
23	23	67	67	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	6		
23	23	67	67	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	252					
23	23	68	68	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	7		
23	23	68	68	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	253					
24	24	69	69	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	254					
24	24	141/2	141/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	255					
24	24	71	71	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	256					
24	24	69	69	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	257					
24	24	141/2	141/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	258					
24	24	71	71	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	259					
24	24	69	69	0.0	0	0	FiguredBass	3/4	3	1	0					1/2	7	#	
