mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
3	3	47/4	47/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	33										
3	3	8	8	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	34										
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	35										
3	3	10	10	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	36										
3	3	11	11	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	37										
3	3	8	8	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	6			
3	3	8	8	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	38										
3	3	9	9	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/8	6	b		
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	39										
3	3	10	10	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/4	b7			
3	3	10	10	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	40										
3	3	11	11	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/4	6			
3	3	11	11	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	41										
4	4	12	12	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	42										
4	4	14	14	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	43										
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	44										
4	4	15	15	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	45										
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	46										
4	4	12	12	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	47										
4	4	13	13	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	48										
4	4	14	14	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	49										
4	4	12	12	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	6	5		
4	4	12	12	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	50										
4	4	13	13	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	51										
4	4	14	14	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	52										
5	5	16	16	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	53										
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	54										
5	5	17	17	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	55										
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	56										
5	5	16	16	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	57										
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	58										
5	5	18	18	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	59										
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	60										
5	5	19	19	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	61										
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	62										
5	5	16	16	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	63										
5	5	17	17	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	64										
5	5	18	18	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	65										
5	5	19	19	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	66										
5	5	16	16	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	67										
5	5	17	17	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	68										
5	5	18	18	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/4	6	5		
5	5	18	18	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	69										
5	5	19	19	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/4	h			
5	5	19	19	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	70										
6	6	20	20	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	71										
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	72										
6	6	22	22	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	73										
6	6	47/2	47/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	74										0
6	6	95/4	95/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	75										
6	6	20	20	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	76										
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	77										
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	78										
6	6	22	22	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	79										
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	80										
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	81										
6	6	20	20	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	82										
6	6	21	21	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	83										
6	6	22	22	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	84										
6	6	23	23	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	85										
6	6	20	20	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	5			
6	6	20	20	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	86										
6	6	21	21	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/4	6			
6	6	21	21	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	87										
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/4	6b	5		
6	6	22	22	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	88										
6	6	23	23	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/4	5b			
6	6	23	23	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	89										
7	7	24	24	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	90										
7	7	51/2	51/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	91										
7	7	103/4	103/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	92										
7	7	26	26	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	93										
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	94										
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	95										
7	7	24	24	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	96										
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	97										
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	98										
7	7	26	26	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	99										
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	100										
7	7	27	27	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	101										
7	7	55/2	55/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	102										1
7	7	111/4	111/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	103										
7	7	24	24	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	104										
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	105										
7	7	26	26	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	106										
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	107										
7	7	24	24	0.0	0	0	FiguredBass	4/4	4	1	0									1/8	9			
7	7	24	24	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	108										
7	7	49/2	49/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0									1/4	8			
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	109										
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/8	5	4		
7	7	26	26	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	110										
7	7	53/2	53/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0									1/4	3			
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	111										
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	112										
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	113										
8	8	30	30	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	114										
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	115										
8	8	31	31	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	116										
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	117										
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	118										
8	8	30	30	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	119										
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	120										
8	8	31	31	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	121										
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	122										
8	8	28	28	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	123										
8	8	30	30	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	124										
8	8	28	28	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	4			
8	8	28	28	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	125										
8	8	29	29	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/4	3			
8	8	30	30	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	126										
9	9	32	32	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	127										
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	128										
9	9	33	33	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	129										
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	130										
9	9	34	34	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	131										
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	132										
9	9	32	32	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	133										
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	134										
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	135										
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	136										
9	9	34	34	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	137										
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	138										
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	139										
9	9	34	34	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	140										
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	141										
9	9	34	34	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	142										
9	9	71/2	71/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0									1/8	6			
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	143										
10	10	36	36	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	144										
10	10	75/2	75/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	145										2
10	10	151/4	151/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	146										
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	147										
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	148										
10	10	39	39	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	149										
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	150										
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	151										
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	152										
10	10	38	38	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	153										
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	154										
10	10	36	36	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	155										
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	156										
10	10	37	37	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	157										
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	158										
10	10	38	38	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	159										
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	160										
10	10	39	39	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	161										
10	10	36	36	0.0	0	0	FiguredBass	4/4	4	1	0									1/8	6b			
10	10	36	36	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	162										
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	163										
10	10	37	37	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/8	6	b		
10	10	37	37	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	164										
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	165										
10	10	38	38	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/8	6			
10	10	38	38	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	166										
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	167										
10	10	39	39	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/4	6b			
10	10	39	39	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	168										
11	11	40	40	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	169										
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	170										
11	11	41	41	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	171										
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	172										
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	173										
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	174										
11	11	43	43	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	175										
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	176										
11	11	40	40	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	177										
11	11	83/2	83/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	178										3
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	179										
11	11	42	42	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	180										
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	181										
11	11	40	40	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	182										
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	183										
11	11	41	41	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	184										
11	11	43	43	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	185										
11	11	40	40	0.0	0	0	FiguredBass	4/4	4	1	0									1/8	4	2		
11	11	40	40	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	186										
11	11	81/2	81/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0									1/8	6			
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/8	6			
11	11	41	41	2.0	1/4	1/4	Chord	4/4	4	1	1/2	1/2	1	187										
11	11	83/2	83/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0									3/8	4	2		
11	11	43	43	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/4	6			
11	11	43	43	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	188										
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	189										
12	12	46	46	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	190										
12	12	95/2	95/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	191										
12	12	191/4	191/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	192										
12	12	44	44	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	193										
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	194										
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	195										
12	12	46	46	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	196										
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	197										
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	198										
12	12	44	44	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	199										
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	200										
12	12	46	46	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	201										
12	12	47	47	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	202										
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	203										
12	12	44	44	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	204										
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	205										
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/4	9			
12	12	46	46	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	206										
12	12	47	47	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/8	b			
12	12	47	47	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	207										
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	208										
13	13	48	48	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	209										
13	13	99/2	99/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	210										4
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	211										
13	13	50	50	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	212										
13	13	103/2	103/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	213										5
13	13	207/4	207/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	214										
13	13	48	48	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	215										
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	216										
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	217										
13	13	50	50	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	218										
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	219										
13	13	51	51	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	220										
13	13	48	48	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	221										
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	222										
13	13	49	49	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	223										
13	13	50	50	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	224										
13	13	51	51	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	225										
13	13	48	48	0.0	0	0	FiguredBass	4/4	4	1	0									1/8	6	5		
13	13	48	48	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	226										
13	13	97/2	97/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0									1/8	b			
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	227										
13	13	49	49	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	228										
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/4	6b	5		
13	13	50	50	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	229										
13	13	51	51	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/4	5b			
13	13	51	51	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	230										
14	14	52	52	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	231										
14	14	107/2	107/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	232										6
14	14	215/4	215/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	233										
14	14	54	54	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	234										
14	14	217/4	217/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	235										
14	14	109/2	109/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	236										
14	14	219/4	219/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	237										
14	14	55	55	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	238										
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	239										
14	14	52	52	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	240										
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	241										
14	14	53	53	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	242										
14	14	55	55	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	243										
14	14	52	52	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	244										
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	245										
14	14	54	54	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	246										
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	247										
14	14	55	55	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	248										
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	249										
14	14	52	52	0.0	0	0	FiguredBass	4/4	4	1	0									1/8	9			
14	14	52	52	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	250										
14	14	105/2	105/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0									1/4	8			
14	14	107/2	107/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0									1/8	6b			
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	251										
14	14	54	54	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/8	6	5		
14	14	54	54	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	252										
