mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
1	1	0	0	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	0					
1	1	3/2	3/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1					
1	1	7/4	7/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	2					
1	1	2	2	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	3					
1	1	11/4	11/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	4					
1	1	3	3	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	5					
1	1	15/4	15/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	6					
1	1	0	0	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	7					
1	1	3/2	3/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	8					
1	1	7/4	7/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	9					
1	1	2	2	0.75	1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	10					
1	1	11/4	11/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	11					
1	1	3	3	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	12					
1	1	15/4	15/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	13					
1	1	0	0	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	14					
1	1	3/2	3/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	15					
1	1	2	2	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	16					
1	1	3	3	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	17					
1	1	0	0	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	18					
1	1	3/2	3/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	19					
1	1	2	2	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	20					
1	1	3	3	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/4	6		
1	1	3	3	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	21					
2	2	4	4	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	22					
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	23					
2	2	6	6	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	24					
2	2	13/2	13/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	25					
2	2	7	7	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	26					
2	2	4	4	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	27					
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	28					
2	2	6	6	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	29					0
2	2	25/4	25/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	30					0
2	2	13/2	13/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	31					
2	2	7	7	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	32	ornamentTrill				
2	2	31/4	31/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	33					
2	2	4	4	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	34					
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	35					
2	2	6	6	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	36					
2	2	13/2	13/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	37					
2	2	7	7	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	38					
2	2	15/2	15/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	39					
2	2	4	4	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	40					
2	2	11/2	11/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0					1/8	6		
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	41					
2	2	6	6	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	42					
2	2	13/2	13/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0					1/8	6		
2	2	13/2	13/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	43					
2	2	7	7	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	7		
2	2	7	7	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	44					
2	2	15/2	15/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0					1/8	7		
2	2	15/2	15/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	45					
3	3	8	8	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	46					
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	47					
3	3	10	10	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	48					
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	49					
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	50					
3	3	8	8	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	51					
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	52					
3	3	9	9	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	53					
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	54					
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	55					
3	3	11	11	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	56					
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	57					
3	3	8	8	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	58					
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	59					
3	3	9	9	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	60					
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	61					
3	3	10	10	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	62					
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	63					
3	3	11	11	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	64					
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	65					
3	3	8	8	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	66					
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	67					
3	3	9	9	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	6		
3	3	9	9	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	68					
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	69					
3	3	10	10	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	6		
3	3	10	10	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	70					
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	71					
3	3	11	11	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	6		
3	3	11	11	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	72					
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	73					
4	4	12	12	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	74					
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	75					
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	76					
4	4	14	14	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	77					
4	4	31/2	31/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	78					1
4	4	63/4	63/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	79					
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	80					
4	4	13	13	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	81					
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	82					
4	4	14	14	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	83					
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	84					
4	4	12	12	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	85					
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	86					
4	4	13	13	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	87					
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	88					
4	4	14	14	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	89					
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	90					
4	4	15	15	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	91					
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	92					
4	4	12	12	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	6		
4	4	12	12	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	93					
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	94					
4	4	13	13	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	6		
4	4	13	13	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	95					
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	96					
4	4	14	14	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	97					
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	98					
4	4	15	15	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	5		
4	4	15	15	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	99					
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	100					
5	5	16	16	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	101					
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	102					
5	5	18	18	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	103					
5	5	39/2	39/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	104					2
5	5	79/4	79/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	105					
5	5	16	16	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	106					
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	107					
5	5	17	17	1.5	1/4	1/4	Chord	4/4	2	1	3/8	1/4	3/2	108					
5	5	37/2	37/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	109					3
5	5	75/4	75/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	110					
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	111					
5	5	16	16	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	112					
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	113					
5	5	17	17	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	114					
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	115					
5	5	18	18	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	116					
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	117					
5	5	19	19	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	118					
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	119					
5	5	16	16	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	9		
5	5	16	16	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	120					
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	121					
5	5	17	17	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	6		
5	5	17	17	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	122					
5	5	35/2	35/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0					1/8	5		
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	123					
5	5	18	18	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	5	4	
5	5	18	18	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	124					
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	125					
5	5	19	19	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	6		
5	5	19	19	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	126					
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	127					
6	6	20	20	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	128					
6	6	43/2	43/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	129					4
6	6	87/4	87/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	130					
6	6	22	22	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	131					
