mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	1	0	0	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	0					
1	1	2	2	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	1					
1	1	4	4	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	2					
1	1	0	0	4.0	0	0	Chord	3/2	3	1	1	1	1	3					
1	1	4	4	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	4					
1	1	0	0	4.0	0	0	Chord	3/2	4	1	1	1	1	5					
1	1	4	4	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	6					
2	2	6	6	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	7					
2	2	8	8	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	8					
2	2	10	10	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	9					
2	2	6	6	4.0	0	0	Chord	3/2	3	1	1	1	1	10					
2	2	10	10	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	11					
2	2	6	6	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	7			
2	2	6	6	4.0	0	0	Chord	3/2	4	1	1	1	1	12					
2	2	8	8	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				1/2	6			
2	2	10	10	0.0	1	1	FiguredBass	3/2	4	1	0				1/2	5			
2	2	10	10	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	13					
3	3	12	12	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	14					
3	3	14	14	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	15					
3	3	16	16	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	16					
3	3	12	12	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	17					
3	3	14	14	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	18					
3	3	16	16	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	19					
3	3	12	12	4.0	0	0	Chord	3/2	3	1	1	1	1	20					
3	3	16	16	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	21					
3	3	12	12	4.0	0	0	Chord	3/2	4	1	1	1	1	22					
3	3	16	16	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	23					
4	4	18	18	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	24					
4	4	18	18	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	25					
4	4	20	20	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	26					
4	4	22	22	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	27					
4	4	18	18	4.0	0	0	Chord	3/2	3	1	1	1	1	28					
4	4	22	22	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	29					
4	4	18	18	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	7			
4	4	18	18	4.0	0	0	Chord	3/2	4	1	1	1	1	30					
4	4	20	20	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				1/2	6			
4	4	22	22	0.0	1	1	FiguredBass	3/2	4	1	0				1/2	5			
4	4	22	22	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	31					
5	5	24	24	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	32					
5	5	26	26	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	33					
5	5	28	28	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	34					
5	5	24	24	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	35					
5	5	24	24	4.0	0	0	Chord	3/2	3	1	1	1	1	36					
5	5	28	28	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	37					
5	5	24	24	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	9	#		
5	5	24	24	4.0	0	0	Chord	3/2	4	1	1	1	1	38					
5	5	26	26	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				1/2	8			
5	5	28	28	0.0	1	1	FiguredBass	3/2	4	1	0				1/2	7			
5	5	28	28	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	39					
6	6	30	30	4.0	0	0	Chord	3/2	1	1	1	1	1	40					
6	6	34	34	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	41					
6	6	30	30	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	42					
6	6	32	32	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	43					
6	6	34	34	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	44					
6	6	30	30	4.0	0	0	Chord	3/2	3	1	1	1	1	45					
6	6	34	34	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	46					
6	6	30	30	0.0	0	0	FiguredBass	3/2	4	1	0				1	b			
6	6	30	30	4.0	0	0	Chord	3/2	4	1	1	1	1	47					
6	6	34	34	0.0	1	1	FiguredBass	3/2	4	1	0				1/2	7	#		
6	6	34	34	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	48					
7	7	36	36	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	49					
7	7	38	38	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	50					
7	7	40	40	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	51					
7	7	36	36	4.0	0	0	Chord	3/2	2	1	1	1	1	52					
7	7	40	40	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	53					
7	7	36	36	4.0	0	0	Chord	3/2	3	1	1	1	1	54					
7	7	40	40	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	55					
7	7	36	36	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	9			
7	7	36	36	4.0	0	0	Chord	3/2	4	1	1	1	1	56					
7	7	38	38	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				1/2	8			
7	7	40	40	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	57					
8	8	42	42	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	58					
8	8	44	44	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	59					
8	8	46	46	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	60					
8	8	42	42	4.0	0	0	Chord	3/2	2	1	1	1	1	61					
8	8	46	46	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	62					
8	8	42	42	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	63					
8	8	44	44	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	64					
8	8	46	46	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	65					
8	8	42	42	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	6	5		
8	8	42	42	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	66					
8	8	44	44	2.0	1/2	1/2	Chord	3/2	4	1	1/2	1/2	1	67					
8	8	46	46	0.0	1	1	FiguredBass	3/2	4	1	0				1/2	6	4+		
8	8	46	46	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	68					
9	9	48	48	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	69					
9	9	50	50	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	70					
9	9	48	48	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	71					
9	9	50	50	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	72					
9	9	53	53	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	73					
9	9	48	48	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	74					
9	9	50	50	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	75					
9	9	48	48	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	7			
9	9	48	48	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	76					
9	9	50	50	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				3/4	5	4		
9	9	50	50	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	77					
10	10	54	54	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	78					
10	10	54	54	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	79					
10	10	54	54	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	80					
10	10	56	56	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	81					
10	10	58	58	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	82					
10	10	54	54	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	83					
10	10	56	56	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				1/2	#			
10	10	56	56	2.0	1/2	1/2	Chord	3/2	4	1	1/2	1/2	1	84					
10	10	58	58	0.0	1	1	FiguredBass	3/2	4	1	0				1/2	5			
10	10	58	58	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	85					
11	11	60	60	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	86					
11	11	62	62	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	87					
11	11	64	64	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	88					
