mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
1	1	0	0	0.0	0	0	Tempo	3/2	1	1	0				𝅗𝅥 =56	112.0	𝅗𝅥 	56.0	0.0				
1	1	4	4	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	0									
1	1	4	4	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	1									
1	1	4	4	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	2									
2	2	6	6	4.0	0	0	Chord	3/2	1	1	1	1	1	3									
2	2	10	10	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	4									
2	2	6	6	4.0	0	0	Chord	3/2	2	1	1	1	1	5									
2	2	10	10	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	6									
2	2	6	6	0.0	0	0	FiguredBass	3/2	3	1	0									1	4	2	
2	2	6	6	4.0	0	0	Chord	3/2	3	1	1	1	1	7									
2	2	10	10	0.0	1	1	FiguredBass	3/2	3	1	0									1/2	6		
2	2	10	10	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	8									
3	3	12	12	4.0	0	0	Chord	3/2	1	1	1	1	1	9									
3	3	16	16	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	10									
3	3	12	12	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	11									
3	3	14	14	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	12									
3	3	16	16	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	13									
3	3	12	12	0.0	0	0	FiguredBass	3/2	3	1	0									1/2	9		
3	3	12	12	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	14									
3	3	14	14	0.0	1/2	1/2	FiguredBass	3/2	3	1	0									1/2	6		
3	3	14	14	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	15									
3	3	16	16	0.0	1	1	FiguredBass	3/2	3	1	0									1/2	5		
3	3	16	16	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	16									
4	4	18	18	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	17									
4	4	20	20	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	18									0
4	4	21	21	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	19									
4	4	22	22	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	20									1
4	4	23	23	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	21									
4	4	18	18	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	22									
4	4	20	20	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	23									
4	4	23	23	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	24									
4	4	18	18	0.0	0	0	FiguredBass	3/2	3	1	0									1/2	6	4	
4	4	18	18	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	25									
4	4	20	20	0.0	1/2	1/2	FiguredBass	3/2	3	1	0									1/2	5	4	
4	4	20	20	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	26									
4	4	22	22	0.0	1	1	FiguredBass	3/2	3	1	0									1/2	#		
5	5	24	24	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	27									
5	5	26	26	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	28									
5	5	24	24	4.0	0	0	Chord	3/2	2	1	1	1	1	29									
5	5	24	24	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	30									
5	5	26	26	0.0	1/2	1/2	FiguredBass	3/2	3	1	0									1/2	6		
5	5	26	26	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	31									
5	5	28	28	0.0	1	1	FiguredBass	3/2	3	1	0									1/2	5		
5	5	28	28	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	32									
6	6	30	30	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	33									
6	6	32	32	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	34									
6	6	30	30	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	35									
6	6	30	30	0.0	0	0	FiguredBass	3/2	3	1	0									1/2	5	4	
6	6	30	30	4.0	0	0	Chord	3/2	3	1	1	1	1	36									
6	6	32	32	0.0	1/2	1/2	FiguredBass	3/2	3	1	0									1/2	3		
6	6	34	34	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	37									
7	7	36	36	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	38									
7	7	38	38	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	39									
7	7	40	40	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	40									
7	7	36	36	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	41									
7	7	36	36	0.0	0	0	FiguredBass	3/2	3	1	0									1/2	9		
7	7	36	36	4.0	0	0	Chord	3/2	3	1	1	1	1	42									
7	7	38	38	0.0	1/2	1/2	FiguredBass	3/2	3	1	0									1	8		
7	7	40	40	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	43									
8	8	42	42	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	44									
8	8	44	44	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	45									
8	8	46	46	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	46									2
8	8	47	47	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	47									
8	8	42	42	4.0	0	0	Chord	3/2	2	1	1	1	1	48									
8	8	46	46	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	49									
8	8	42	42	0.0	0	0	FiguredBass	3/2	3	1	0									1/2	7		
8	8	42	42	4.0	0	0	Chord	3/2	3	1	1	1	1	50									
8	8	44	44	0.0	1/2	1/2	FiguredBass	3/2	3	1	0									1	6		
8	8	46	46	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	51									
9	9	48	48	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	52									
9	9	50	50	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	53									
9	9	52	52	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	54									
9	9	48	48	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	55									
9	9	48	48	0.0	0	0	FiguredBass	3/2	3	1	0									1	6	5	
9	9	48	48	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	56									
9	9	50	50	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	57									
9	9	52	52	0.0	1	1	FiguredBass	3/2	3	1	0									1/2	5		
9	9	52	52	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	58									
10	10	54	54	4.0	0	0	Chord	3/2	1	1	1	1	1	59									
10	10	58	58	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	60									
10	10	54	54	4.0	0	0	Chord	3/2	2	1	1	1	1	61									
10	10	58	58	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	62									
10	10	54	54	0.0	0	0	FiguredBass	3/2	3	1	0									1	4	3	
10	10	54	54	4.0	0	0	Chord	3/2	3	1	1	1	1	63									
10	10	58	58	0.0	1	1	FiguredBass	3/2	3	1	0									1/2	6		
10	10	58	58	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	64									
11	11	60	60	0.5	0	0	Chord	3/2	1	1	1/8	1/8	1	65									3
11	11	121/2	121/2	0.5	1/8	1/8	Chord	3/2	1	1	1/8	1/8	1	66									3
11	11	61	61	1.0	1/4	1/4	Chord	3/2	1	1	1/4	1/4	1	67									
11	11	62	62	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	68									
11	11	65	65	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	69									
11	11	60	60	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	70									4
11	11	61	61	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	71									
11	11	62	62	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	72									
11	11	65	65	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	73									
11	11	60	60	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	74									
11	11	62	62	0.0	1/2	1/2	FiguredBass	3/2	3	1	0									1/2	5	4	
11	11	62	62	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	75									
