mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	system_text	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
4	4	9	9	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	26					
4	4	9	9	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	27					
5	5	12	12	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	28					
5	5	29/2	29/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	29					
5	5	12	12	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	30					
5	5	25/2	25/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	31					
5	5	13	13	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	32					
5	5	27/2	27/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	33					
5	5	14	14	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	34					
5	5	29/2	29/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	35					
5	5	12	12	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	36					
5	5	12	12	0.0	0	0	FiguredBass	3/4	4	1	0					1/2	#		
5	5	12	12	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	37					
6	6	15	15	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	38					
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	39					
6	6	16	16	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	40					
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	41					
6	6	17	17	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	42					
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	43					
6	6	15	15	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	44					
6	6	15	15	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	45					
6	6	15	15	0.0	0	0	FiguredBass	3/4	4	1	0					1/2	#		
6	6	15	15	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	46					
7	7	18	18	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	47					
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	48					
7	7	19	19	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	49					
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	50					
7	7	20	20	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	51					
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	52					
7	7	18	18	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	53					
7	7	18	18	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	54					
7	7	18	18	0.0	0	0	FiguredBass	3/4	4	1	0					1/2	#		
7	7	18	18	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	55					
8	8	21	21	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	56					
8	8	43/2	43/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	57					
8	8	22	22	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	58					
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	59					
8	8	23	23	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	60					
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	61					
8	8	21	21	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	62					
8	8	21	21	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	63					
8	8	21	21	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	64					
9	9	24	24	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	65					
9	9	49/2	49/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	66					
9	9	25	25	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	67					
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	68					
9	9	26	26	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	69					
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	70					
9	9	24	24	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	71					
9	9	49/2	49/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	72					
9	9	25	25	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	73					
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	74					
9	9	26	26	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	75					
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	76					
9	9	24	24	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	77					
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	78					
9	9	24	24	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	79					
10	10	27	27	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	80					
10	10	28	28	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	81					
10	10	29	29	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	82					
10	10	27	27	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	83					
10	10	28	28	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	84					
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	85					
10	10	27	27	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	86					
10	10	55/2	55/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	87					
10	10	28	28	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	88					
10	10	57/2	57/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	89					
10	10	29	29	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	90					
10	10	59/2	59/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	91					
10	10	27	27	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	92					
10	10	28	28	0.0	1/4	1/4	FiguredBass	3/4	4	1	0					1/4	6		
10	10	28	28	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	93					
10	10	29	29	0.0	1/2	1/2	FiguredBass	3/4	4	1	0					1/4	#		
10	10	29	29	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	94					
11	11	30	30	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	95					
11	11	61/2	61/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	96					
11	11	31	31	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	97					
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	98					
11	11	32	32	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	99					
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	100					
11	11	30	30	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	101					
11	11	30	30	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	102					
11	11	61/2	61/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	103					
11	11	31	31	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	104					
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	105					
11	11	32	32	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	106					
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	107					
11	11	30	30	0.0	0	0	FiguredBass	3/4	4	1	0					1/2	6		
11	11	30	30	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	108					
12	12	33	33	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	109					
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	110					
12	12	34	34	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	111					
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	112					
12	12	35	35	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	113					
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	114					
12	12	33	33	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	115					
12	12	33	33	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	116					
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	117					
13	13	37	37	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	118					
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	119					
13	13	38	38	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	120					
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	121					
13	13	36	36	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	122					
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	123					
13	13	37	37	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	124					
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	125					
13	13	38	38	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	126					
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	127					
13	13	36	36	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	128					
13	13	36	36	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	129					
14	14	39	39	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	130					
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	131					
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	132					
14	14	39	39	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	133					
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	134					
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	135					
14	14	39	39	1.5	0	0	Chord	3/4	3	1	3/8	1/4	3/2	136					
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	137					
14	14	41	41	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	138					
14	14	39	39	0.0	0	0	FiguredBass	3/4	4	1	0					3/8	#		
14	14	39	39	1.5	0	0	Chord	3/4	4	1	3/8	1/4	3/2	139					
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	140					
14	14	41	41	0.0	1/2	1/2	FiguredBass	3/4	4	1	0					1/4	6		
14	14	41	41	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	141					
15	15	42	42	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	142					
15	15	43	43	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	143					
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	144					
15	15	42	42	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	145					
15	15	43	43	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	146					
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	147					
15	15	42	42	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	148					
15	15	43	43	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	149					
15	15	44	44	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	150					
15	15	42	42	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	151					
15	15	43	43	0.0	1/4	1/4	FiguredBass	3/4	4	1	0					1/4	5	4	
15	15	43	43	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	152					
15	15	44	44	0.0	1/2	1/2	FiguredBass	3/4	4	1	0					1/4	#		
15	15	44	44	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	153					
16	16	45	45	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	154					
16	16	45	45	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	155					
16	16	46	46	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	156					
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	157					
16	16	45	45	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	158					
16	16	45	45	0.0	0	0	FiguredBass	3/4	4	1	0					1/2	#		
16	16	45	45	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	159					
17	17	48	48	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	160					
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	161					
17	17	49	49	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	162					
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	163					
17	17	50	50	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	164					
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	165					
17	17	48	48	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	166					
17	17	48	48	0.0	0	0	FiguredBass	3/4	4	1	0					1/2	#		
17	17	48	48	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	167					
18	18	51	51	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	168					
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	169					
18	18	51	51	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	170					
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	171					
18	18	52	52	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	172					
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	173					
18	18	53	53	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	174					
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	175					
18	18	51	51	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	176					
18	18	51	51	0.0	0	0	FiguredBass	3/4	4	1	0					1/2	#		
18	18	51	51	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	177					
19	19	54	54	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	178					
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	179					
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	180					
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	181					
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	182					
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	183					
19	19	54	54	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	184					
19	19	54	54	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	185					
19	19	54	54	0.0	0	0	FiguredBass	3/4	4	1	0					1/2	#		
19	19	54	54	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	186					
20	20	57	57	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	187					
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	188					
20	20	58	58	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	189					
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	190					
20	20	59	59	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	191					
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	192					
20	20	57	57	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	193					
20	20	57	57	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	194					
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	195					
20	20	57	57	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	196					
21	21	60	60	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	197					
21	21	121/2	121/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	198					
21	21	61	61	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	199					
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	200					
21	21	62	62	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	201					
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	202					
21	21	60	60	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	203					
21	21	60	60	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	204					
21	21	121/2	121/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	205					
21	21	61	61	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	206					
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	207					
21	21	62	62	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	208					
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	209					
21	21	60	60	0.0	0	0	FiguredBass	3/4	4	1	0					1/4	#		
21	21	60	60	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	210					
21	21	61	61	0.0	1/4	1/4	FiguredBass	3/4	4	1	0					1/4	6		
21	21	61	61	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	211					
21	21	62	62	0.0	1/2	1/2	FiguredBass	3/4	4	1	0					1/8	5	4	
21	21	62	62	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	212					
21	21	125/2	125/2	0.0	5/8	5/8	FiguredBass	3/4	4	1	0					1/8	#		
22	22	63	63	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	213					
22	22	63	63	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	214					
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	215					
22	22	64	64	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	216					
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	217					
22	22	65	65	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	218					
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	219					
22	22	63	63	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	220					
22	22	63	63	0.0	0	0	FiguredBass	3/4	4	1	0					1/2	#		
22	22	63	63	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	221					
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	222					
23	23	67	67	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	223					
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	224					
23	23	68	68	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	225					
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	226					
23	23	66	66	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	227					
23	23	66	66	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	228					
23	23	66	66	0.0	0	0	FiguredBass	3/4	4	1	0					1/2	#		
23	23	66	66	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	229					
24	24	69	69	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	230					
24	24	139/2	139/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	231					
24	24	70	70	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	232					
24	24	141/2	141/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	233					
24	24	71	71	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	234					
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	235					
24	24	69	69	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	236					
24	24	69	69	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	237					
25	25	145/2	145/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	238					
25	25	73	73	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	239					
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	240					
25	25	74	74	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	241					
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	242					
25	25	72	72	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	243					
25	25	72	72	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	244					
25	25	73	73	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	245					
25	25	72	72	0.0	0	0	FiguredBass	3/4	4	1	0					1/4	5		
25	25	72	72	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	246					
25	25	73	73	0.0	1/4	1/4	FiguredBass	3/4	4	1	0					1/2	6		
25	25	73	73	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	247					
26	26	75	75	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	248					
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	249					
26	26	76	76	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	250					
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	251					
26	26	77	77	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	252					
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	253					
26	26	75	75	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	254					
26	26	76	76	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	255					
26	26	75	75	0.0	0	0	FiguredBass	3/4	4	1	0					1/4	5	#	
26	26	75	75	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	256					
26	26	76	76	0.0	1/4	1/4	FiguredBass	3/4	4	1	0					1/2	6		
26	26	76	76	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	257					
27	27	157/2	157/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	258					
27	27	79	79	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	259					
27	27	159/2	159/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	260					
27	27	80	80	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	261					
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	262					
27	27	78	78	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	263					
27	27	78	78	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	264					
27	27	78	78	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	265					
28	28	81	81	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	266					
28	28	163/2	163/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	267					
28	28	82	82	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	268					
28	28	165/2	165/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	269					
28	28	83	83	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	270					
28	28	167/2	167/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	271					
28	28	163/2	163/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	272					
28	28	82	82	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	273					
28	28	165/2	165/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	274					
28	28	83	83	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	275					
28	28	167/2	167/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	276					
28	28	81	81	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	277					
28	28	81	81	0.0	0	0	FiguredBass	3/4	4	1	0					1/2	#		
28	28	81	81	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	278					
29	29	84	84	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	279					
29	29	169/2	169/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	280					
29	29	85	85	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	281					
