mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0				𝅘𝅥=52	52.0	𝅘𝅥	52.0	0.0				
1	1	0	0	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	0									
1	1	5/2	5/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1									
1	1	3	3	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	2									
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	3									
1	1	0	0	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	4									
1	1	5/2	5/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	5									
1	1	3	3	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	6									
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	7									
1	1	0	0	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	8									
1	1	2	2	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	9									
1	1	0	0	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	10									
1	1	2	2	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	11									
2	2	4	4	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	12									
2	2	5	5	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	13									
2	2	13/2	13/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	14									
2	2	7	7	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	15									
2	2	15/2	15/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	16									
2	2	4	4	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	17									
2	2	11/2	11/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	18									0
2	2	23/4	23/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	19									
2	2	6	6	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	20									
2	2	7	7	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	21									
2	2	4	4	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	22									
2	2	5	5	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	23									
2	2	6	6	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	24									
2	2	7	7	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	25									
2	2	4	4	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	6\		
2	2	4	4	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	26									
2	2	5	5	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/4	7	#	
2	2	5	5	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	27									
2	2	6	6	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/4	9		
2	2	6	6	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	28									
2	2	7	7	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/8	6		
2	2	7	7	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	29									
2	2	15/2	15/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0									1/8	5		
3	3	8	8	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	30									
3	3	9	9	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	31									
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	32									
3	3	8	8	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	33									
3	3	9	9	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	34									
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	35									
3	3	8	8	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	36									
3	3	9	9	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	37									
3	3	10	10	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	38									
3	3	8	8	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	b		
3	3	8	8	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	39									
3	3	9	9	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/4	#		
3	3	9	9	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	40									
3	3	10	10	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/4	7		
3	3	10	10	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	41									
3	3	11	11	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/4	6		
4	4	12	12	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	42									
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	43									
4	4	14	14	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	44									
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	45									
4	4	12	12	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	46									
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	47									
4	4	14	14	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	48									1
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	49									
4	4	15	15	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	50									
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	51									
4	4	12	12	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	52									
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	53									
4	4	14	14	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	54									
4	4	15	15	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	55									
4	4	12	12	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	#		
4	4	12	12	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	56									
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	57									
4	4	14	14	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/8	7		
4	4	14	14	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	58									
4	4	29/2	29/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0									1/8	6		
4	4	15	15	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/4	5		
4	4	15	15	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	59									
5	5	16	16	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	60									
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	61									
5	5	18	18	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	62									2
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	63									
5	5	19	19	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	64									
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	65									
5	5	16	16	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	66									3
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	67									
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	68									
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	69									
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	70									
5	5	16	16	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	71									
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	72									
5	5	18	18	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	73									
5	5	19	19	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	74									
5	5	16	16	0.0	0	0	FiguredBass	4/4	4	1	0									1/8	5	4	
