mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
4	4	21	21	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	66						
4	4	23	23	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	67						11
4	4	47/2	47/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	68						
4	4	18	18	2.0	0	0	Chord	12/8	2	1	1/2	1/2	1	69						
4	4	20	20	1.0	1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	70						
4	4	21	21	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	71						
4	4	18	18	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	72						
4	4	19	19	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	73						
4	4	20	20	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	74						
4	4	21	21	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	75						
4	4	18	18	0.0	0	0	FiguredBass	12/8	4	1	0					1/4	6	5		
4	4	18	18	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	76						
4	4	19	19	0.0	1/4	1/4	FiguredBass	12/8	4	1	0					1/4	#			
4	4	19	19	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	77						
4	4	20	20	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	78						
4	4	21	21	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	79						
5	5	24	24	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	80						12
5	5	49/2	49/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	81						
5	5	25	25	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	82						
5	5	51/2	51/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	83						13
5	5	26	26	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	84						
5	5	53/2	53/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	85						
5	5	27	27	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	86						14
5	5	55/2	55/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	87						
5	5	28	28	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	88						
5	5	57/2	57/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	89						15
5	5	29	29	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	90						
5	5	59/2	59/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	91						
5	5	24	24	1.0	0	0	Chord	12/8	2	1	1/4	1/4	1	92						
5	5	25	25	1.0	1/4	1/4	Chord	12/8	2	1	1/4	1/4	1	93						
5	5	26	26	1.0	1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	94						
5	5	27	27	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	95						
5	5	24	24	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	96						
5	5	25	25	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	97						
5	5	26	26	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	98						
5	5	27	27	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	99						
5	5	24	24	0.0	0	0	FiguredBass	12/8	4	1	0					1/4	4	2		
5	5	24	24	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	100						
5	5	25	25	0.0	1/4	1/4	FiguredBass	12/8	4	1	0					1/4	6			
5	5	25	25	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	101						
5	5	26	26	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	102						
5	5	27	27	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	103						
6	6	30	30	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	104						16
6	6	61/2	61/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	105						
6	6	31	31	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	106						
6	6	63/2	63/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	107						17
6	6	32	32	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	108						
6	6	65/2	65/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	109						
6	6	33	33	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	110						18
6	6	67/2	67/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	111						
6	6	34	34	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	112						
6	6	69/2	69/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	113						19
6	6	35	35	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	114						
6	6	71/2	71/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	115						
6	6	30	30	1.0	0	0	Chord	12/8	2	1	1/4	1/4	1	116						
6	6	31	31	1.0	1/4	1/4	Chord	12/8	2	1	1/4	1/4	1	117						
6	6	32	32	2.0	1/2	1/2	Chord	12/8	2	1	1/2	1/2	1	118						
6	6	30	30	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	119						
6	6	31	31	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	120						
6	6	32	32	2.0	1/2	1/2	Chord	12/8	3	1	1/2	1/2	1	121						
6	6	30	30	0.0	0	0	FiguredBass	12/8	4	1	0					1/4	4	2		
6	6	30	30	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	122						
6	6	31	31	0.0	1/4	1/4	FiguredBass	12/8	4	1	0					1/4	6			
6	6	31	31	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	123						
6	6	32	32	2.0	1/2	1/2	Chord	12/8	4	1	1/2	1/2	1	124						
7	7	36	36	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	125						20
7	7	73/2	73/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	126						
7	7	37	37	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	127						
7	7	75/2	75/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	128						21
7	7	38	38	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	129						
7	7	77/2	77/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	130						
7	7	39	39	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	131						
7	7	81/2	81/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	132						
7	7	36	36	1.0	0	0	Chord	12/8	2	1	1/4	1/4	1	133						
7	7	37	37	1.0	1/4	1/4	Chord	12/8	2	1	1/4	1/4	1	134						
7	7	38	38	1.0	1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	135						
7	7	39	39	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	136						
7	7	36	36	2.0	0	0	Chord	12/8	3	1	1/2	1/2	1	137						
7	7	38	38	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	138						
7	7	39	39	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	139						
7	7	36	36	0.0	0	0	FiguredBass	12/8	4	1	0					1/2	6			
7	7	36	36	2.0	0	0	Chord	12/8	4	1	1/2	1/2	1	140						
7	7	38	38	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	141						
7	7	39	39	0.0	3/4	3/4	FiguredBass	12/8	4	1	0					1/4	#			
7	7	39	39	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	142						
8	8	42	42	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	143						
8	8	85/2	85/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	144						
8	8	43	43	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	145						
8	8	87/2	87/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	146						
8	8	89/2	89/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	147						
8	8	45	45	3.0	3/4	3/4	Chord	12/8	1	1	3/4	1/2	3/2	148						
8	8	42	42	2.0	0	0	Chord	12/8	2	1	1/2	1/2	1	149						
8	8	44	44	2.0	1/2	1/2	Chord	12/8	2	1	1/2	1/2	1	150						
8	8	42	42	2.0	0	0	Chord	12/8	3	1	1/2	1/2	1	151						
8	8	44	44	2.0	1/2	1/2	Chord	12/8	3	1	1/2	1/2	1	152						
8	8	42	42	0.0	0	0	FiguredBass	12/8	4	1	0					1/4	7			
8	8	42	42	2.0	0	0	Chord	12/8	4	1	1/2	1/2	1	153						
8	8	43	43	0.0	1/4	1/4	FiguredBass	12/8	4	1	0					1/4	6			
8	8	44	44	0.0	1/2	1/2	FiguredBass	12/8	4	1	0					1/2	#			
8	8	44	44	2.0	1/2	1/2	Chord	12/8	4	1	1/2	1/2	1	154						
9	9	48	48	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	155						22
9	9	97/2	97/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	156						
9	9	49	49	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	157						
9	9	99/2	99/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	158						23
9	9	50	50	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	159						
9	9	101/2	101/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	160						
9	9	51	51	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	161						24
9	9	103/2	103/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	162						
9	9	52	52	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	163						
9	9	105/2	105/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	164						25
9	9	53	53	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	165						
9	9	107/2	107/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	166						
9	9	48	48	2.0	0	0	Chord	12/8	2	1	1/2	1/2	1	167						
9	9	50	50	1.0	1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	168						
9	9	51	51	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	169						
9	9	48	48	2.0	0	0	Chord	12/8	3	1	1/2	1/2	1	170						
9	9	50	50	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	171						
9	9	51	51	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	172						
9	9	48	48	2.0	0	0	Chord	12/8	4	1	1/2	1/2	1	173						
9	9	50	50	0.0	1/2	1/2	FiguredBass	12/8	4	1	0					1/4	6			
9	9	50	50	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	174						
9	9	51	51	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	175						
10	10	54	54	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	176						26
10	10	109/2	109/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	177						
10	10	55	55	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	178						
10	10	111/2	111/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	179						27
10	10	56	56	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	180						
10	10	113/2	113/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	181						
10	10	57	57	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	182						28
10	10	115/2	115/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	183						
10	10	58	58	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	184						
10	10	117/2	117/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	185						29
10	10	59	59	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	186						
10	10	119/2	119/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	187						
10	10	54	54	1.0	0	0	Chord	12/8	2	1	1/4	1/4	1	188						
10	10	56	56	2.0	1/2	1/2	Chord	12/8	2	1	1/2	1/2	1	189						
10	10	54	54	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	190						
10	10	56	56	2.0	1/2	1/2	Chord	12/8	3	1	1/2	1/2	1	191						
10	10	54	54	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	192						
10	10	56	56	2.0	1/2	1/2	Chord	12/8	4	1	1/2	1/2	1	193						
11	11	60	60	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	194						30
11	11	121/2	121/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	195						
11	11	61	61	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	196						
11	11	123/2	123/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	197						31
11	11	62	62	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	198						
11	11	125/2	125/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	199						
11	11	63	63	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	200						32
11	11	127/2	127/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	201						
11	11	64	64	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	202						
11	11	129/2	129/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	203						33
11	11	65	65	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	204						
11	11	131/2	131/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	205						
11	11	60	60	1.0	0	0	Chord	12/8	2	1	1/4	1/4	1	206						
11	11	61	61	1.0	1/4	1/4	Chord	12/8	2	1	1/4	1/4	1	207						
11	11	62	62	1.0	1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	208						
11	11	60	60	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	209						
11	11	61	61	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	210						
11	11	62	62	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	211						
11	11	60	60	0.0	0	0	FiguredBass	12/8	4	1	0					1/4	6			
11	11	60	60	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	212						
11	11	61	61	0.0	1/4	1/4	FiguredBass	12/8	4	1	0					1/4	#			
11	11	61	61	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	213						
11	11	62	62	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	214						
12	12	66	66	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	215						
12	12	133/2	133/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	216						
12	12	67	67	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	217						
12	12	135/2	135/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	218						
12	12	68	68	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	219						
12	12	137/2	137/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	220						
12	12	69	69	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	221						34
12	12	139/2	139/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	222						
12	12	70	70	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	223						
12	12	141/2	141/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	224						35
12	12	71	71	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	225						
12	12	143/2	143/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	226						
12	12	66	66	1.0	0	0	Chord	12/8	2	1	1/4	1/4	1	227						
12	12	67	67	1.0	1/4	1/4	Chord	12/8	2	1	1/4	1/4	1	228						
12	12	68	68	1.0	1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	229						
12	12	69	69	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	230						
12	12	66	66	2.0	0	0	Chord	12/8	3	1	1/2	1/2	1	231						
12	12	68	68	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	232						
12	12	69	69	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	233						
12	12	66	66	0.0	0	0	FiguredBass	12/8	4	1	0					1/4	5	b		
12	12	66	66	2.0	0	0	Chord	12/8	4	1	1/2	1/2	1	234						
12	12	67	67	0.0	1/4	1/4	FiguredBass	12/8	4	1	0					1/4	6			
12	12	68	68	0.0	1/2	1/2	FiguredBass	12/8	4	1	0					1/4	#			
12	12	68	68	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	235						
12	12	69	69	0.0	3/4	3/4	FiguredBass	12/8	4	1	0					1/4	6			
12	12	69	69	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	236						
13	13	72	72	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	237						36
13	13	145/2	145/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	238						
13	13	73	73	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	239						
13	13	147/2	147/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	240						37
13	13	74	74	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	241						
13	13	149/2	149/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	242						
13	13	75	75	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	243						38
13	13	151/2	151/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	244						
13	13	76	76	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	245						
13	13	153/2	153/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	246						39
13	13	77	77	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	247						
13	13	155/2	155/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	248						
13	13	72	72	2.0	0	0	Chord	12/8	2	1	1/2	1/2	1	249	ornamentTrill					
13	13	74	74	2.0	1/2	1/2	Chord	12/8	2	1	1/2	1/2	1	250						
13	13	72	72	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	251						
13	13	73	73	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	252						
13	13	74	74	2.0	1/2	1/2	Chord	12/8	3	1	1/2	1/2	1	253						
13	13	72	72	0.0	0	0	FiguredBass	12/8	4	1	0					1/4	6	5	#	
13	13	72	72	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	254						
13	13	73	73	0.0	1/4	1/4	FiguredBass	12/8	4	1	0					1/4	7	#		
13	13	73	73	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	255						
13	13	74	74	0.0	1/2	1/2	FiguredBass	12/8	4	1	0					1/2	b			
13	13	74	74	2.0	1/2	1/2	Chord	12/8	4	1	1/2	1/2	1	256						
14	14	78	78	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	257						40
14	14	157/2	157/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	258						
14	14	79	79	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	259						
14	14	159/2	159/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	260						41
14	14	80	80	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	261						
14	14	161/2	161/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	262						
14	14	81	81	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	263						42
14	14	163/2	163/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	264						
14	14	82	82	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	265						
14	14	165/2	165/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	266						43
14	14	83	83	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	267						
14	14	167/2	167/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	268						
14	14	78	78	2.0	0	0	Chord	12/8	2	1	1/2	1/2	1	269						
14	14	80	80	2.0	1/2	1/2	Chord	12/8	2	1	1/2	1/2	1	270						
14	14	78	78	2.0	0	0	Chord	12/8	3	1	1/2	1/2	1	271						
14	14	80	80	2.0	1/2	1/2	Chord	12/8	3	1	1/2	1/2	1	272						
14	14	78	78	0.0	0	0	FiguredBass	12/8	4	1	0					1/2	5			
