mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	88								
5	5	18	18	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	89								
5	5	73/4	73/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	90								
5	5	37/2	37/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	91								
5	5	75/4	75/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	92								
5	5	19	19	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	93								
5	5	77/4	77/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	94								
5	5	39/2	39/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	95								
5	5	79/4	79/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	96								
5	5	16	16	4.0	0	0	Chord	4/4	3	1	1	1	1	97								
5	5	16	16	4.0	0	0	Chord	4/4	4	1	1	1	1	98								
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	99								
6	6	21	21	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	100								
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	101								
6	6	22	22	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	102								
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	103								
6	6	23	23	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	104								
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	105								
6	6	20	20	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	106								
6	6	41/2	41/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	107								
6	6	43/2	43/2	1.0	3/8	3/8	Chord	4/4	2	1	1/4	1/4	1	108								
6	6	45/2	45/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	109								
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	110								
6	6	20	20	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	111								
6	6	21	21	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	112								
6	6	22	22	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	113								
6	6	23	23	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	114								
6	6	20	20	0.0	0	0	FiguredBass	4/4	4	1	0									1/8	5	
6	6	20	20	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	115								
6	6	41/2	41/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0									1/8	6	
6	6	21	21	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/8	5	#
6	6	21	21	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	116								
6	6	43/2	43/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0									1/8	6	
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/8	5	
6	6	22	22	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	117								
6	6	45/2	45/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0									1/8	6	
6	6	23	23	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/8	5	
6	6	23	23	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	118								
6	6	47/2	47/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0									1/8	6	
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	119								
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	120								
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	121								
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	122								
7	7	24	24	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	123								
7	7	49/2	49/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	124								
7	7	51/2	51/2	1.0	3/8	3/8	Chord	4/4	2	1	1/4	1/4	1	125								
7	7	53/2	53/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	126								
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	127								
7	7	24	24	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	128								
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	129								
7	7	25	25	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	130								
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	131								
7	7	26	26	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	132								
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	133								
7	7	27	27	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	134								
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	135								
7	7	24	24	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	136								
7	7	49/2	49/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0									1/8	6	5
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	137								
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/8	5	
7	7	25	25	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	138								
7	7	51/2	51/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0									1/8	6	5
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	139								
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/8	5	
7	7	26	26	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	140								
7	7	53/2	53/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0									1/8	6	5
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	141								
7	7	27	27	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/8	#	
7	7	27	27	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	142								
7	7	55/2	55/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0									1/8	6	5+
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	143								
8	8	28	28	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	144								
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	145								
8	8	29	29	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	146								
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	147								
8	8	30	30	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	148								
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	149								
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	150								
8	8	28	28	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	151								
8	8	57/2	57/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	152								
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	153								
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	154								
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	155								
8	8	28	28	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	156								
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	157								
8	8	29	29	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	158								
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	159								
8	8	30	30	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	160								
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	161								
8	8	31	31	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	162								
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	163								
8	8	28	28	0.0	0	0	FiguredBass	4/4	4	1	0									1/8	5	
8	8	28	28	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	164								
8	8	57/2	57/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0									1/8	6\	
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	165								
8	8	29	29	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/8	5\	
8	8	29	29	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	166								
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	167								
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/8	#	
8	8	30	30	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	168								
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	169								
8	8	31	31	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/8	6	
8	8	31	31	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	170								
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	171								
9	9	32	32	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	172								
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	173								
9	9	34	34	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	174								
9	9	137/4	137/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	175								
9	9	69/2	69/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	176								
9	9	139/4	139/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	177								
9	9	35	35	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	178								
9	9	141/4	141/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	179								
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	180								
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	181								
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	182								
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	183								
9	9	32	32	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	184								
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	185								
9	9	33	33	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	186								
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	187								
9	9	34	34	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	188								
9	9	32	32	0.0	0	0	FiguredBass	4/4	4	1	0									1/8	6	5
9	9	32	32	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	189								
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	190								
9	9	33	33	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/8	5	4
9	9	33	33	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	191								
9	9	67/2	67/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0									1/8	#	
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	192								
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/2	#	
9	9	34	34	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	193								
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	194								
10	10	38	38	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	195								
10	10	153/4	153/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	196								
10	10	77/2	77/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	197								
10	10	155/4	155/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	198								
10	10	39	39	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	199								
10	10	157/4	157/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	200								
10	10	79/2	79/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	201								
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	202								
10	10	36	36	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	203								
10	10	145/4	145/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	204								
10	10	73/2	73/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	205								
10	10	147/4	147/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	206								
10	10	37	37	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	207								
10	10	149/4	149/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	208								
10	10	75/2	75/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	209								
10	10	151/4	151/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	210								
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	211								
10	10	36	36	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	212								
10	10	38	38	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	213								
10	10	36	36	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	214								
10	10	38	38	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	215								
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	216								
11	11	42	42	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	217								
11	11	169/4	169/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	218								
11	11	85/2	85/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	219								
11	11	171/4	171/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	220								
11	11	43	43	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	221								
11	11	173/4	173/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	222								
11	11	87/2	87/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	223								
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	224								
11	11	40	40	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	225								
11	11	161/4	161/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	226								
11	11	81/2	81/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	227								
11	11	163/4	163/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	228								
11	11	41	41	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	229								
11	11	165/4	165/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	230								
11	11	83/2	83/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	231								
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	232								
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	233								
11	11	40	40	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	234								
11	11	42	42	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	235								
11	11	40	40	0.0	0	0	FiguredBass	4/4	4	1	0									1/2	6	
11	11	40	40	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	236								
11	11	42	42	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	237								
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	238								
12	12	46	46	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	239								
12	12	185/4	185/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	240								
12	12	93/2	93/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	241								
12	12	187/4	187/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	242								
12	12	47	47	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	243								
12	12	189/4	189/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	244								
12	12	95/2	95/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	245								
12	12	191/4	191/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	246								
12	12	44	44	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	247								
12	12	177/4	177/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	248								
12	12	89/2	89/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	249								
12	12	179/4	179/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	250								
12	12	45	45	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	251								
12	12	181/4	181/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	252								
12	12	91/2	91/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	253								
12	12	183/4	183/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	254								
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	255								
12	12	44	44	4.0	0	0	Chord	4/4	3	1	1	1	1	256								
12	12	44	44	4.0	0	0	Chord	4/4	4	1	1	1	1	257								
13	13	48	48	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	258								
13	13	193/4	193/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	259								
13	13	97/2	97/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	260								
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	261								
13	13	49	49	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	262								
13	13	197/4	197/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	263								
13	13	99/2	99/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	264								
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	265								
13	13	50	50	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	266								
13	13	201/4	201/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	267								
