mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
1	1	0	0	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	0				
1	1	1	1	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	1				
1	1	5/2	5/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2				
1	1	0	0	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	3				
1	1	1	1	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	4				
1	1	5/2	5/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	5				
1	1	0	0	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	6				
1	1	1	1	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	7				
1	1	0	0	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	b		
1	1	0	0	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	8				
1	1	1	1	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/2	h		
1	1	1	1	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	9				
2	2	3	3	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	10				
2	2	9/2	9/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	11				
2	2	5	5	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	12				
2	2	3	3	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	13				
2	2	5	5	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	14				
2	2	3	3	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	15				
2	2	5	5	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	16				
2	2	3	3	0.0	0	0	FiguredBass	3/4	4	1	0				1/2	b		
2	2	3	3	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	17				
2	2	5	5	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	6		
2	2	5	5	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	18				
3	3	6	6	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	19				
3	3	7	7	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	20				
3	3	17/2	17/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	21				
3	3	6	6	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	22				
3	3	7	7	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	23				
3	3	17/2	17/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	24				
3	3	6	6	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	25				
3	3	7	7	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	26				
3	3	6	6	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	27				
3	3	7	7	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	7		
3	3	7	7	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	28				
3	3	8	8	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	6		
4	4	9	9	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	29				
4	4	9	9	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	30				
4	4	9	9	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	31				
4	4	9	9	0.0	0	0	FiguredBass	3/4	4	1	0				3/4	h		
4	4	9	9	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	32				
5	5	12	12	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	33				
5	5	13	13	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	34				
5	5	29/2	29/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	35				
5	5	12	12	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	36				
5	5	13	13	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	37				
5	5	29/2	29/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	38				
5	5	12	12	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	39				
5	5	13	13	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	40				
5	5	12	12	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	6		
5	5	12	12	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	41				
5	5	13	13	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	42				
6	6	15	15	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	43				
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	44				
6	6	17	17	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	45				
6	6	15	15	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	46				
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	47				
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	48				
6	6	15	15	1.5	0	0	Chord	3/4	3	1	3/8	1/4	3/2	49				
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	50				
6	6	17	17	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	51				
6	6	15	15	0.0	0	0	FiguredBass	3/4	4	1	0				3/8	b		
6	6	15	15	1.5	0	0	Chord	3/4	4	1	3/8	1/4	3/2	52				
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	53				
6	6	17	17	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	7	h	
6	6	17	17	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	54				
7	7	18	18	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	55				
7	7	19	19	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	56				
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	57				
7	7	18	18	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	58				
7	7	19	19	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	59				
7	7	18	18	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	60				
7	7	19	19	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	61				
7	7	18	18	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	b		
7	7	18	18	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	62				
7	7	19	19	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	5	4	
7	7	19	19	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	63				
7	7	20	20	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	h		
8	8	21	21	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	64				
8	8	22	22	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	65				
8	8	23	23	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	66				
8	8	21	21	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	67				
8	8	23	23	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	68				
8	8	21	21	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	69				
8	8	22	22	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	70				
8	8	23	23	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	71				
8	8	21	21	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	b		
8	8	21	21	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	72				
8	8	22	22	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	b		
8	8	22	22	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	73				
8	8	23	23	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	5b		
8	8	23	23	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	74				
9	9	24	24	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	75				
9	9	25	25	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	76				
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	77				
9	9	24	24	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	78				
9	9	26	26	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	79				
9	9	24	24	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	80				
9	9	25	25	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	81				
9	9	26	26	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	82				
9	9	24	24	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	5	4b	
9	9	24	24	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	83				
9	9	25	25	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	3		
9	9	25	25	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	84				
9	9	26	26	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	b		
9	9	26	26	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	85				
10	10	27	27	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	86				
10	10	28	28	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	87				
10	10	29	29	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	88				
10	10	27	27	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	89				
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	90				
10	10	27	27	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	91				
10	10	28	28	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	92				
10	10	29	29	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	93				
10	10	27	27	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	5	4	
10	10	27	27	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	94				
10	10	28	28	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	h		
10	10	28	28	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	95				
10	10	29	29	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	96				
11	11	30	30	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	97				
11	11	31	31	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	98				
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	99				
11	11	30	30	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	100				
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	101				
11	11	30	30	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	102				
11	11	31	31	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	103				
11	11	32	32	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	104				
11	11	30	30	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	9	b	
11	11	30	30	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	105				
11	11	31	31	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	8		
11	11	31	31	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	106				
11	11	32	32	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	b		
11	11	32	32	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	107				
12	12	33	33	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	108				
12	12	34	34	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	109				
12	12	35	35	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	110				
12	12	33	33	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	111				
12	12	35	35	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	112				
12	12	33	33	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	113				
12	12	35	35	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	114				
12	12	33	33	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	b7		
12	12	33	33	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	115				
12	12	34	34	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	6		
12	12	35	35	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	6		
12	12	35	35	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	116				
13	13	36	36	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	117				
13	13	37	37	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	118				
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	119				
13	13	36	36	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	120				
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	121				
13	13	37	37	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	122				
13	13	36	36	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	123				
13	13	37	37	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	124				
13	13	38	38	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	125				
13	13	36	36	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	6	5	
13	13	36	36	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	126				
13	13	37	37	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	5	4	
13	13	37	37	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	127				
13	13	38	38	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	h		
13	13	38	38	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	128				
14	14	39	39	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	129				
14	14	40	40	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	130				
14	14	39	39	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	131				
14	14	40	40	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	132				
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	133				
14	14	39	39	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	134				
14	14	40	40	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	135				
14	14	39	39	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	136				
14	14	40	40	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	137				
15	15	42	42	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	138				
15	15	43	43	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	139				
15	15	44	44	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	140				
15	15	42	42	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	141				
15	15	42	42	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	142				
15	15	42	42	0.0	0	0	FiguredBass	3/4	4	1	0				3/4	7	h	
15	15	42	42	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	143				
16	16	45	45	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	144				
16	16	46	46	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	145				0
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	146				0
16	16	47	47	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	147				0
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	148				
16	16	45	45	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	149				
16	16	45	45	0.0	0	0	FiguredBass	3/4	4	1	0				3/4	b		
16	16	45	45	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	150				
17	17	48	48	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	151				
17	17	49	49	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	152				1
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	153				1
17	17	50	50	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	154				1
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	155				
17	17	48	48	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	156				
17	17	48	48	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	157				
17	17	48	48	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	7b		
17	17	48	48	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	158				
18	18	51	51	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	159				
18	18	51	51	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	160				
18	18	52	52	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	161				2
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	162				2
18	18	53	53	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	163				2
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	164				
18	18	51	51	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	165				
18	18	51	51	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	7		
18	18	51	51	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	166				
18	18	52	52	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/2	6		
19	19	54	54	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	167				
19	19	55	55	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	168				
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	169				
19	19	54	54	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	170				
19	19	55	55	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	171				
19	19	54	54	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	172				
19	19	56	56	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	173				
19	19	54	54	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	7		
19	19	54	54	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	174				
19	19	55	55	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	6		
19	19	56	56	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	5b		
19	19	56	56	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	175				
20	20	57	57	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	176				
20	20	58	58	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	177				
20	20	59	59	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	178				
20	20	57	57	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	179				
20	20	59	59	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	180				
20	20	57	57	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	181				
20	20	59	59	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	182				
20	20	57	57	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	183				
20	20	59	59	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	184				
21	21	60	60	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	185				
21	21	61	61	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	186				
21	21	60	60	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	187				
21	21	61	61	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	188				
21	21	62	62	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	189				
21	21	60	60	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	190				
21	21	62	62	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	191				
21	21	60	60	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	7	b	
21	21	60	60	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	192				
21	21	61	61	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	6b		
21	21	62	62	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	5b		
21	21	62	62	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	193				
22	22	63	63	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	194				
22	22	64	64	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	195				
22	22	65	65	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	196				
22	22	63	63	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	197				
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	198				
22	22	63	63	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	199				
22	22	65	65	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	200				
22	22	63	63	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	5	4b	
22	22	63	63	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	201				
22	22	64	64	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	3		
22	22	65	65	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	6b		
22	22	65	65	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	202				
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	203				
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	204				
23	23	67	67	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	205				
23	23	66	66	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	206				
23	23	67	67	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	207				
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	208				
23	23	66	66	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	209				
23	23	67	67	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	210				
23	23	66	66	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	6	5	
23	23	66	66	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	211				
23	23	67	67	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	5	4	
23	23	67	67	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	212				
23	23	68	68	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	3		
24	24	69	69	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	213				
24	24	70	70	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	214				
24	24	69	69	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	215				
24	24	71	71	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	216				
24	24	69	69	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	217				
24	24	70	70	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	218				
24	24	71	71	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	219				
24	24	69	69	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	220				
24	24	70	70	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	6		
24	24	70	70	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	221				
24	24	71	71	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	222				
25	25	72	72	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	223				
25	25	73	73	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	224				
25	25	72	72	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	225				
25	25	74	74	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	226				
25	25	72	72	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	227				
25	25	73	73	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	228				
25	25	74	74	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	229				
25	25	72	72	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	6	5	
25	25	72	72	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	230				
25	25	73	73	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	h		
25	25	73	73	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	231				
25	25	74	74	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	232				
26	26	75	75	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	233				
26	26	77	77	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	234				
26	26	75	75	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	235				
26	26	76	76	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	236				
26	26	75	75	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	237				
26	26	76	76	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	238				
26	26	77	77	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	239				
26	26	75	75	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	b		
26	26	75	75	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	240				
26	26	76	76	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	b6		
26	26	76	76	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	241				
26	26	77	77	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	5		
26	26	77	77	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	242				
27	27	78	78	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	243				
27	27	80	80	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	244				
27	27	78	78	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	245				
27	27	79	79	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	246				
27	27	78	78	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	247				
27	27	79	79	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	248				
27	27	80	80	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	249				
27	27	78	78	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	b7		
27	27	78	78	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	250				
27	27	79	79	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	6h		
27	27	79	79	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	251				
27	27	80	80	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	6		
27	27	80	80	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	252				
28	28	81	81	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	253				
28	28	83	83	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	254				
28	28	81	81	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	255				
28	28	82	82	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	256				
