mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
4	4	12	12	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	34								
4	4	13	13	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	35								
4	4	14	14	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	36								
4	4	12	12	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	37								
4	4	13	13	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	38								
4	4	14	14	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	39								
4	4	12	12	0.0	0	0	FiguredBass	2/2	4	1	0									1/4	6	5
4	4	12	12	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	40								
4	4	13	13	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	41								
4	4	14	14	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	42								
5	5	16	16	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	43								
5	5	33/2	33/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	44								
5	5	17	17	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	45								
5	5	35/2	35/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	46								
5	5	18	18	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	47								
5	5	37/2	37/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	48								
5	5	19	19	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	49								
5	5	39/2	39/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	50								
5	5	16	16	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	51								
5	5	33/2	33/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	52								
5	5	17	17	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	53								
5	5	35/2	35/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	54								
5	5	18	18	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	55								
5	5	37/2	37/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	56								
5	5	19	19	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	57								
5	5	39/2	39/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	58								
5	5	18	18	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	59								
5	5	18	18	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	60								
6	6	20	20	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	61								
6	6	41/2	41/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	62								
6	6	21	21	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	63								
6	6	43/2	43/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	64								
6	6	22	22	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	65								
6	6	20	20	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	66								
6	6	41/2	41/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	67								
6	6	21	21	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	68								
6	6	43/2	43/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	69								
6	6	22	22	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	70								
6	6	22	22	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	71								
6	6	23	23	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	72								
6	6	22	22	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	73								
6	6	23	23	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	74								
7	7	24	24	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	75								
7	7	49/2	49/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	76								
7	7	25	25	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	77								
7	7	51/2	51/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	78								
7	7	26	26	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	79								
7	7	53/2	53/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	80								
7	7	27	27	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	81								
7	7	55/2	55/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	82								
7	7	24	24	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	83								
7	7	49/2	49/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	84								
7	7	25	25	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	85								
7	7	51/2	51/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	86								
7	7	26	26	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	87								
7	7	53/2	53/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	88								
7	7	27	27	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	89								
7	7	55/2	55/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	90								
7	7	26	26	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	91								
7	7	26	26	0.0	1/2	1/2	FiguredBass	2/2	4	1	0									1/4	b	
7	7	26	26	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	92								
8	8	28	28	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	93								
8	8	57/2	57/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	94								
8	8	29	29	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	95								
8	8	59/2	59/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	96								
8	8	30	30	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	97								
8	8	28	28	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	98								
8	8	57/2	57/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	99								
8	8	29	29	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	100								
8	8	59/2	59/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	101								
8	8	30	30	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	102								
8	8	30	30	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	103								
8	8	31	31	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	104								
8	8	30	30	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	105								
8	8	31	31	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	106								
9	9	32	32	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	107								
9	9	65/2	65/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	108								
9	9	33	33	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	109								
9	9	67/2	67/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	110								
9	9	34	34	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	111								
9	9	69/2	69/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	112								
9	9	35	35	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	113								
9	9	71/2	71/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	114								
9	9	32	32	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	115								
9	9	65/2	65/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	116								
9	9	33	33	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	117								
9	9	67/2	67/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	118								
9	9	34	34	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	119								
9	9	69/2	69/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	120								
9	9	35	35	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	121								
9	9	71/2	71/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	122								
9	9	34	34	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	123								
9	9	34	34	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	124								
10	10	36	36	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	125								
10	10	73/2	73/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	126								
10	10	37	37	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	127								
10	10	75/2	75/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	128								
10	10	38	38	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	129								
10	10	39	39	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	130								
10	10	36	36	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	131								
10	10	73/2	73/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	132								
10	10	37	37	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	133								
10	10	75/2	75/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	134								
10	10	38	38	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	135								
10	10	39	39	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	136								
10	10	38	38	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	137								
10	10	39	39	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	138								
10	10	38	38	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	139								
10	10	39	39	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	140								
11	11	40	40	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	141								
11	11	41	41	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	142								
11	11	83/2	83/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	143								
11	11	42	42	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	144								
11	11	43	43	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	145								
11	11	40	40	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	146								
11	11	41	41	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	147								
11	11	83/2	83/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	148								
11	11	42	42	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	149								
11	11	43	43	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	150								
11	11	40	40	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	151								
11	11	41	41	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	152								
11	11	42	42	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	153								
11	11	43	43	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	154								
11	11	40	40	0.0	0	0	FiguredBass	2/2	4	1	0									1/4	9	7
11	11	40	40	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	155								
11	11	41	41	0.0	1/4	1/4	FiguredBass	2/2	4	1	0									1/4	8	6
11	11	41	41	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	156								
11	11	42	42	0.0	1/2	1/2	FiguredBass	2/2	4	1	0									1/4	#	
11	11	42	42	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	157								
11	11	43	43	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	158								
12	12	44	44	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	159								
12	12	46	46	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	160								
12	12	47	47	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	161								
12	12	44	44	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	162								
12	12	45	45	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	163								
12	12	46	46	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	164								
12	12	47	47	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	165								
12	12	44	44	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	166								
12	12	45	45	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	167								
12	12	46	46	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	168								
12	12	47	47	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	169								
12	12	44	44	0.0	0	0	FiguredBass	2/2	4	1	0									1/4	4	
12	12	44	44	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	170								
12	12	45	45	0.0	1/4	1/4	FiguredBass	2/2	4	1	0									1/4	#	
12	12	45	45	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	171								
12	12	46	46	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	172								
12	12	47	47	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	173								
13	13	48	48	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	174								
13	13	49	49	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	175								
13	13	99/2	99/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	176								
13	13	50	50	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	177								
13	13	51	51	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	178								
13	13	48	48	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	179								
13	13	49	49	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	180								
13	13	99/2	99/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	181								
13	13	50	50	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	182								
13	13	51	51	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	183								
13	13	48	48	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	184								
13	13	49	49	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	185								
13	13	50	50	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	186								
13	13	51	51	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	187								
13	13	48	48	0.0	0	0	FiguredBass	2/2	4	1	0									1/4	9	7
13	13	48	48	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	188								
13	13	49	49	0.0	1/4	1/4	FiguredBass	2/2	4	1	0									1/4	8	6
13	13	49	49	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	189								
13	13	50	50	0.0	1/2	1/2	FiguredBass	2/2	4	1	0									1/4	#	
13	13	50	50	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	190								
13	13	51	51	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	191								
14	14	52	52	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	192								
14	14	54	54	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	193								
14	14	52	52	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	194								
14	14	53	53	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	195								
14	14	54	54	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	196								
14	14	52	52	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	197								
14	14	53	53	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	198								
14	14	54	54	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	199								
14	14	52	52	0.0	0	0	FiguredBass	2/2	4	1	0									1/4	5	4
14	14	52	52	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	200								
14	14	53	53	0.0	1/4	1/4	FiguredBass	2/2	4	1	0									1/4	#	
14	14	53	53	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	201								
14	14	54	54	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	202								
15	15	56	56	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	203								
15	15	113/2	113/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	204								
15	15	57	57	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	205								
15	15	115/2	115/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	206								
15	15	58	58	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	207								
15	15	117/2	117/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	208								
15	15	59	59	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	209								
15	15	119/2	119/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	210								
15	15	56	56	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	211								
15	15	113/2	113/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	212								
15	15	57	57	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	213								
15	15	115/2	115/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	214								
15	15	58	58	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	215								
15	15	117/2	117/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	216								
15	15	59	59	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	217								
15	15	119/2	119/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	218								
15	15	58	58	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	219								
15	15	58	58	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	220								
16	16	60	60	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	221								
16	16	121/2	121/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	222								
16	16	61	61	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	223								
16	16	123/2	123/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	224								
16	16	62	62	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	225								
16	16	60	60	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	226								
16	16	121/2	121/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	227								
16	16	61	61	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	228								
16	16	123/2	123/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	229								
16	16	62	62	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	230								
16	16	62	62	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	231								
16	16	63	63	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	232								
16	16	62	62	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	233								
16	16	63	63	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	234								
17	17	64	64	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	235								
17	17	129/2	129/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	236								
17	17	65	65	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	237								
17	17	131/2	131/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	238								
17	17	66	66	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	239								
17	17	133/2	133/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	240								
17	17	67	67	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	241								
17	17	135/2	135/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	242								
17	17	64	64	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	243								
17	17	129/2	129/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	244								
17	17	65	65	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	245								
17	17	131/2	131/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	246								
17	17	66	66	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	247								
17	17	133/2	133/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	248								
17	17	67	67	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	249								
17	17	135/2	135/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	250								
17	17	66	66	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	251								
17	17	66	66	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	252								
18	18	68	68	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	253								
18	18	137/2	137/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	254								
18	18	69	69	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	255								
18	18	139/2	139/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	256								
18	18	70	70	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	257								
18	18	71	71	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	258								
18	18	68	68	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	259								
18	18	137/2	137/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	260								
18	18	69	69	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	261								
18	18	139/2	139/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	262								
18	18	70	70	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	263								
18	18	70	70	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	264								
18	18	70	70	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	265								
19	19	72	72	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	266								
19	19	73	73	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	267								
19	19	75	75	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	268								
19	19	72	72	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	269								
19	19	74	74	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	270								
19	19	72	72	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	271								
19	19	74	74	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	272								
19	19	72	72	0.0	0	0	FiguredBass	2/2	4	1	0									1/2	6	
19	19	72	72	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	273								
19	19	74	74	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	274								
20	20	76	76	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	275								
20	20	77	77	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	276								
20	20	79	79	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	277								
20	20	76	76	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	278								
20	20	78	78	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	279								
20	20	76	76	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	280								
20	20	78	78	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	281								
20	20	76	76	0.0	0	0	FiguredBass	2/2	4	1	0									1/2	b	
20	20	76	76	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	282								
20	20	78	78	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	283								
21	21	80	80	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	284								
