mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
3	3	8	8	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	31			
3	3	10	10	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	32			
3	3	11	11	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	33			
4	4	12	12	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	34			
4	4	13	13	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	35			
4	4	15	15	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	36			
4	4	12	12	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	37			
4	4	13	13	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	38			
4	4	14	14	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	39			
4	4	12	12	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	40			
4	4	13	13	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	41			
4	4	14	14	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	42			
4	4	15	15	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	43			
4	4	12	12	0.0	0	0	FiguredBass	2/2	4	1	0				1/4	7	#
4	4	12	12	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	44			
4	4	13	13	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	45			
4	4	14	14	0.0	1/2	1/2	FiguredBass	2/2	4	1	0				1/4	5	4
4	4	14	14	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	46			
4	4	15	15	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/4	#	
4	4	15	15	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	47			
5	5	16	16	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	48			
5	5	17	17	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	49			
5	5	18	18	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	50			
5	5	19	19	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	51			
5	5	16	16	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	52			
5	5	17	17	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	53			
5	5	18	18	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	54			
5	5	19	19	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	55			
5	5	16	16	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	56			
5	5	17	17	2.0	1/4	1/4	Chord	2/2	3	1	1/2	1/2	1	57			
5	5	19	19	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	58			
5	5	16	16	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	59			
5	5	17	17	0.0	1/4	1/4	FiguredBass	2/2	4	1	0				1/2	4	2
5	5	17	17	2.0	1/4	1/4	Chord	2/2	4	1	1/2	1/2	1	60			
5	5	19	19	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/4	6	
5	5	19	19	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	61			
6	6	20	20	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	62			
6	6	21	21	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	63			
6	6	23	23	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	64			
6	6	20	20	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	65			
6	6	21	21	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	66			
6	6	22	22	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	67			
6	6	20	20	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	68			
6	6	21	21	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	69			
6	6	22	22	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	70			
6	6	20	20	0.0	0	0	FiguredBass	2/2	4	1	0				1/4	4	2
6	6	20	20	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	71			
6	6	21	21	0.0	1/4	1/4	FiguredBass	2/2	4	1	0				1/4	6\	
6	6	21	21	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	72			
6	6	22	22	0.0	1/2	1/2	FiguredBass	2/2	4	1	0				1/4	5	4
6	6	22	22	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	73			
6	6	23	23	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/4	#	
7	7	24	24	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	74			
7	7	25	25	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	75			
7	7	26	26	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	76			
7	7	27	27	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	77			
7	7	25	25	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	78			
7	7	26	26	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	79			
7	7	27	27	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	80			
7	7	55/2	55/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	81			
7	7	24	24	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	82			
7	7	25	25	2.0	1/4	1/4	Chord	2/2	3	1	1/2	1/2	1	83			
7	7	27	27	0.5	3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	84			
7	7	55/2	55/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	85			
7	7	24	24	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	86			
7	7	25	25	0.0	1/4	1/4	FiguredBass	2/2	4	1	0				1/4	6	
7	7	25	25	2.0	1/4	1/4	Chord	2/2	4	1	1/2	1/2	1	87			
7	7	26	26	0.0	1/2	1/2	FiguredBass	2/2	4	1	0				1/4	4+	2
7	7	27	27	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/8	6	
7	7	27	27	0.5	3/4	3/4	Chord	2/2	4	1	1/8	1/8	1	88			
7	7	55/2	55/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8	1/8	1	89			
8	8	28	28	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	90			
8	8	29	29	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	91			
8	8	30	30	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	92			
8	8	31	31	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	93			
8	8	28	28	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	94			
8	8	29	29	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	95			
8	8	30	30	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	96			
8	8	28	28	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	97			
8	8	29	29	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	98			
8	8	30	30	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	99			
8	8	31	31	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	100			
8	8	28	28	0.0	0	0	FiguredBass	2/2	4	1	0				1/4	4	
8	8	28	28	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	101			
8	8	29	29	0.0	1/4	1/4	FiguredBass	2/2	4	1	0				1/4	#	
8	8	29	29	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	102			
8	8	30	30	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	103			
8	8	31	31	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/4	6	
8	8	31	31	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	104			
9	9	32	32	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	105			
9	9	33	33	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	106			
9	9	34	34	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	107			
9	9	35	35	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	108			
9	9	35	35	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	109			
9	9	32	32	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	110			
9	9	33	33	2.0	1/4	1/4	Chord	2/2	3	1	1/2	1/2	1	111			
9	9	35	35	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	112			
9	9	32	32	0.0	0	0	FiguredBass	2/2	4	1	0				1/4	4	2
9	9	32	32	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	113			
9	9	33	33	0.0	1/4	1/4	FiguredBass	2/2	4	1	0				1/4	6	
9	9	33	33	2.0	1/4	1/4	Chord	2/2	4	1	1/2	1/2	1	114			
9	9	34	34	0.0	1/2	1/2	FiguredBass	2/2	4	1	0				1/4	4+	2
9	9	35	35	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/4	6	
9	9	35	35	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	115			
10	10	36	36	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	116			
10	10	37	37	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	117			
10	10	39	39	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	118			
10	10	36	36	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	119			
10	10	37	37	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	120			
10	10	38	38	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	121			
10	10	39	39	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	122			
10	10	36	36	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	123			
10	10	37	37	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	124			
10	10	38	38	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	125			
10	10	39	39	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	126			
10	10	36	36	0.0	0	0	FiguredBass	2/2	4	1	0				1/4	9	
10	10	36	36	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	127			
10	10	37	37	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	128			
10	10	38	38	0.0	1/2	1/2	FiguredBass	2/2	4	1	0				1/4	6	5
10	10	38	38	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	129			
10	10	39	39	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	130			
11	11	40	40	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	131			
11	11	41	41	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	132			
11	11	42	42	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	133			
11	11	43	43	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	134			
11	11	40	40	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	135			
11	11	41	41	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	136			
11	11	43	43	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	137			
11	11	40	40	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	138			
11	11	42	42	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	139			
11	11	43	43	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	140			
11	11	40	40	0.0	0	0	FiguredBass	2/2	4	1	0				1/4	9	
11	11	40	40	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	141			
11	11	41	41	0.0	1/4	1/4	FiguredBass	2/2	4	1	0				1/4	8	6
11	11	42	42	0.0	1/2	1/2	FiguredBass	2/2	4	1	0				1/4	7	#
11	11	42	42	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	142			
11	11	43	43	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	143			
12	12	44	44	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	144			
12	12	45	45	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	145			
12	12	46	46	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	146			
12	12	47	47	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	147			
12	12	44	44	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	148			
12	12	46	46	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	149			
12	12	44	44	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	150			
12	12	45	45	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	151			
12	12	46	46	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	152			
12	12	47	47	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	153			
12	12	44	44	0.0	0	0	FiguredBass	2/2	4	1	0				1/4	5	4
12	12	44	44	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	154			
12	12	45	45	0.0	1/4	1/4	FiguredBass	2/2	4	1	0				1/4	#	
12	12	45	45	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	155			
12	12	46	46	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	156			
12	12	47	47	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/4	6	
12	12	47	47	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	157			
13	13	48	48	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	158			
13	13	49	49	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	159			
13	13	50	50	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	160			
13	13	51	51	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	161			
13	13	49	49	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	162			
13	13	51	51	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	163			
13	13	48	48	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	164			
13	13	50	50	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	165			
13	13	51	51	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	166			
13	13	48	48	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	167			
13	13	50	50	0.0	1/2	1/2	FiguredBass	2/2	4	1	0				1/4	7	#
13	13	50	50	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	168			
13	13	51	51	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	169			
14	14	52	52	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	170			
14	14	53	53	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	171			
14	14	54	54	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	172			
14	14	52	52	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	173			
14	14	54	54	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	174			
14	14	52	52	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	175			
14	14	54	54	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	176			
14	14	52	52	0.0	0	0	FiguredBass	2/2	4	1	0				1/4	4	
14	14	52	52	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	177			
14	14	53	53	0.0	1/4	1/4	FiguredBass	2/2	4	1	0				1/4	#	
14	14	54	54	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	178			
15	15	56	56	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	179			
15	15	57	57	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	180			
15	15	58	58	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	181			
15	15	59	59	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	182			
15	15	58	58	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	183			
15	15	58	58	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	184			
15	15	59	59	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	185			
15	15	58	58	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	186			
15	15	59	59	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/4	#	
15	15	59	59	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	187			
16	16	60	60	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	188			
16	16	61	61	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	189			
16	16	62	62	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	190			
16	16	63	63	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	191			
16	16	62	62	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	192			
16	16	62	62	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	193			
16	16	63	63	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	194			
16	16	62	62	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	195			
16	16	63	63	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/4	#	
16	16	63	63	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	196			
17	17	64	64	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	197			
17	17	65	65	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	198			
17	17	66	66	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	199			
17	17	67	67	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	200			
17	17	66	66	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	201			
17	17	66	66	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	202			
17	17	67	67	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	203			
17	17	66	66	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	204			
17	17	67	67	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/4	#	
17	17	67	67	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	205			
18	18	68	68	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	206			
18	18	69	69	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	207			
18	18	70	70	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	208			
18	18	71	71	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	209			
18	18	70	70	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	210			
18	18	70	70	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	211			
18	18	71	71	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	212			
18	18	70	70	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	213			
18	18	71	71	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/4	#	
18	18	71	71	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	214			
19	19	72	72	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	215			
19	19	73	73	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	216			
19	19	74	74	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	217			
19	19	75	75	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	218			
19	19	74	74	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	219			
19	19	74	74	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	220			
19	19	75	75	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	221			
19	19	74	74	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	222			
19	19	75	75	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/4	#	
19	19	75	75	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	223			
20	20	76	76	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	224			
20	20	77	77	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	225			
20	20	78	78	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	226			
20	20	79	79	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	227			
20	20	78	78	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	228			
20	20	79	79	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	229			
20	20	78	78	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	230			
20	20	79	79	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	231			
20	20	78	78	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	232			
20	20	79	79	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/4	#	
20	20	79	79	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	233			
21	21	80	80	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	234			
21	21	81	81	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	235			
21	21	82	82	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	236			
21	21	83	83	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	237			
21	21	80	80	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	238			
21	21	81	81	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	239			
21	21	83	83	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	240			
21	21	80	80	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	241			
21	21	81	81	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	242			
21	21	82	82	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	243			
21	21	83	83	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	244			
21	21	80	80	0.0	0	0	FiguredBass	2/2	4	1	0				1/4	6	
21	21	80	80	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	245			
21	21	81	81	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	246			
21	21	82	82	0.0	1/2	1/2	FiguredBass	2/2	4	1	0				1/4	7	#
21	21	82	82	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	247			
21	21	83	83	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	248			
22	22	84	84	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	249			
22	22	85	85	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	250			
22	22	86	86	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	251			
22	22	87	87	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	252			
22	22	84	84	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	253			
22	22	86	86	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	254			
22	22	84	84	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	255			
22	22	86	86	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	256			
22	22	84	84	0.0	0	0	FiguredBass	2/2	4	1	0				1/4	5	4
22	22	84	84	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	257			
22	22	85	85	0.0	1/4	1/4	FiguredBass	2/2	4	1	0				1/4	#	
22	22	86	86	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	258			
23	23	88	88	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	259			
23	23	91	91	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	260			
23	23	89	89	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	261			
23	23	90	90	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	262			
23	23	88	88	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	263			
23	23	90	90	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	264			
23	23	88	88	0.0	0	0	FiguredBass	2/2	4	1	0				1/2	6	
23	23	88	88	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	265			
23	23	90	90	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	266			
24	24	92	92	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	267			
24	24	95	95	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	268			
24	24	93	93	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	269			
