mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
1	1	0	0	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	0				
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1				
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	2				
2	2	4	4	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	3				
2	2	5	5	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	4				
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	5				
3	3	8	8	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	6				
3	3	33/4	33/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	7				
3	3	17/2	17/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	8				
3	3	35/4	35/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	9				
3	3	9	9	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	10				
3	3	37/4	37/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	11				
3	3	19/2	19/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	12				
3	3	39/4	39/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	13				
3	3	10	10	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	14				
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	15				
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	16				
3	3	8	8	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	17				
3	3	10	10	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	18				
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	19				
4	4	12	12	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	20				
4	4	13	13	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	21				
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	22				
4	4	12	12	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	23				
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	24				
4	4	14	14	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	25				
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	26				
5	5	16	16	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	27				
5	5	17	17	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	28				
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	29				
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	30				
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	31				
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	32				
6	6	20	20	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	33				
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	34				
6	6	21	21	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	35				
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	36				
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	37				
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	38				
6	6	20	20	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	39				
6	6	81/4	81/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	40				
6	6	41/2	41/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	41				
6	6	83/4	83/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	42				
6	6	21	21	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	43				
6	6	85/4	85/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	44				
6	6	43/2	43/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	45				
6	6	87/4	87/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	46				
6	6	22	22	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	47				
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	48				
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	49				
6	6	20	20	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	50				
6	6	22	22	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	51				
6	6	23	23	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	52				
6	6	20	20	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	53				
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	6		
6	6	22	22	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	54				
6	6	23	23	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/4	6	h	
6	6	23	23	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	55				
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	56				
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	57				
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	58				
7	7	25	25	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	59				
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	60				
7	7	24	24	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	61				
7	7	25	25	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	62				
7	7	26	26	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	63				
7	7	24	24	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	7		
7	7	24	24	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	64				
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	6		
7	7	25	25	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	65				
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	7		
7	7	26	26	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	66				
7	7	27	27	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/4	6\		
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	67				
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	68				
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	69				
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	70				
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	71				
