mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
1	1	0	0	0.0	0	0	Tempo	3/4	1	1	0				𝅘𝅥=192	192.0	𝅘𝅥	192.0	0.0				
1	1	0	0	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	0									
1	1	1	1	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1									
1	1	2	2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	2									
2	2	3	3	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	3									
2	2	4	4	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	4									
2	2	3	3	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	5									
2	2	4	4	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	6									
2	2	5	5	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	7									
3	3	6	6	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	8									
3	3	7	7	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	9									
3	3	6	6	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	10									
3	3	7	7	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	11									
3	3	6	6	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	12									
3	3	7	7	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	13									
3	3	8	8	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	14									
3	3	6	6	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	15									
3	3	7	7	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	16									
3	3	8	8	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	17									
4	4	9	9	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	18									
4	4	11	11	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	19									
4	4	9	9	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	20									
4	4	10	10	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	21									
4	4	11	11	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	22									
4	4	9	9	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	23									
4	4	10	10	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	24									
4	4	9	9	0.0	0	0	FiguredBass	3/4	4	1	0									1/4	4	2	
4	4	9	9	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	25									
4	4	10	10	0.0	1/4	1/4	FiguredBass	3/4	4	1	0									1/2	5		
4	4	10	10	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	26									
5	5	12	12	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	27									
5	5	13	13	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	28									
5	5	14	14	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	29									
5	5	12	12	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	30									
5	5	13	13	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	31									
5	5	14	14	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	32									
5	5	12	12	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	33									
5	5	14	14	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	34									
5	5	12	12	0.0	0	0	FiguredBass	3/4	4	1	0									1/4	5	4	
5	5	12	12	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	35									
5	5	13	13	0.0	1/4	1/4	FiguredBass	3/4	4	1	0									1/4	h		
5	5	14	14	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/4	7		
5	5	14	14	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	36									
6	6	15	15	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	37									
6	6	16	16	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	38									
6	6	17	17	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	39									
6	6	15	15	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	40									
6	6	16	16	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	41									
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	42									
6	6	15	15	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	43									
6	6	17	17	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	44									
6	6	15	15	0.0	0	0	FiguredBass	3/4	4	1	0									1/4	9	h	
6	6	15	15	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	45									
6	6	16	16	0.0	1/4	1/4	FiguredBass	3/4	4	1	0									1/4	8		
6	6	17	17	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/4	b		
6	6	17	17	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	46									
7	7	18	18	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	47									
7	7	20	20	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	48									
7	7	18	18	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	49									
7	7	19	19	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	50									
7	7	20	20	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	51									
7	7	18	18	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	52									
7	7	19	19	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	53									
7	7	20	20	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	54									
