mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
5	5	16	16	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	35			
5	5	17	17	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	36			
5	5	19	19	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	37			
5	5	16	16	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	38			
5	5	17	17	0.0	1/4	1/4	FiguredBass	2/2	4	1	0				1/4	6	
5	5	17	17	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	39			
5	5	18	18	0.0	1/2	1/2	FiguredBass	2/2	4	1	0				1/4	6\	5
5	5	18	18	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	40			
5	5	19	19	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/4	#	
5	5	19	19	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	41			
6	6	20	20	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	42			
6	6	21	21	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	43			
6	6	23	23	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	44			
6	6	20	20	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	45			
6	6	41/2	41/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	46			
6	6	21	21	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	47			
6	6	43/2	43/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	48			
6	6	22	22	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	49			
6	6	45/2	45/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	50			
6	6	23	23	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	51			
6	6	47/2	47/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	52			
6	6	20	20	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	53			
7	7	24	24	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	54			
7	7	25	25	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	55			
7	7	26	26	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	56			
7	7	27	27	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	57			
7	7	24	24	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	58			
7	7	49/2	49/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	59			
7	7	25	25	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	60			
7	7	27	27	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	61			
7	7	25	25	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	62			
7	7	26	26	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	63			
7	7	27	27	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	64			
7	7	25	25	0.0	1/4	1/4	FiguredBass	2/2	4	1	0				1/4	6	
7	7	25	25	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	65			
7	7	26	26	0.0	1/2	1/2	FiguredBass	2/2	4	1	0				1/4	7	
7	7	26	26	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	66			
7	7	27	27	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/4	#	
7	7	27	27	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	67			
8	8	28	28	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	68			
8	8	29	29	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	69			
8	8	30	30	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	70			
8	8	28	28	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	71			
8	8	29	29	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	72			
8	8	30	30	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	73			
8	8	31	31	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	74			
8	8	28	28	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	75			
8	8	29	29	2.0	1/4	1/4	Chord	2/2	3	1	1/2	1/2	1	76			
8	8	31	31	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	77			
8	8	28	28	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	78			
8	8	29	29	0.0	1/4	1/4	FiguredBass	2/2	4	1	0				1/4	5	3
8	8	29	29	2.0	1/4	1/4	Chord	2/2	4	1	1/2	1/2	1	79			
8	8	30	30	0.0	1/2	1/2	FiguredBass	2/2	4	1	0				1/4	4	2
8	8	31	31	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/4	6	
8	8	31	31	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	80			
9	9	32	32	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	81			
9	9	33	33	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	82			
9	9	34	34	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	83			
9	9	35	35	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	84			
9	9	32	32	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	85			
9	9	34	34	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	86			
9	9	35	35	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	87			
9	9	32	32	0.5	0	0	Chord	2/2	3	1	1/8	1/8	1	88			
9	9	65/2	65/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	89			
9	9	33	33	0.5	1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	90			
9	9	67/2	67/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	91			
9	9	34	34	0.5	1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	92			
9	9	69/2	69/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	93			
9	9	35	35	0.5	3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	94			
9	9	71/2	71/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	95			
9	9	32	32	0.0	0	0	FiguredBass	2/2	4	1	0				1/8	9	
9	9	32	32	0.5	0	0	Chord	2/2	4	1	1/8	1/8	1	96			
9	9	65/2	65/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8	1/8	1	97			
9	9	33	33	0.0	1/4	1/4	FiguredBass	2/2	4	1	0				1/8	6	
9	9	33	33	0.5	1/4	1/4	Chord	2/2	4	1	1/8	1/8	1	98			
9	9	67/2	67/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8	1/8	1	99			
9	9	34	34	0.0	1/2	1/2	FiguredBass	2/2	4	1	0				1/8	6	
9	9	34	34	0.5	1/2	1/2	Chord	2/2	4	1	1/8	1/8	1	100			
9	9	69/2	69/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8	1/8	1	101			
9	9	35	35	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/8	3	
9	9	35	35	0.5	3/4	3/4	Chord	2/2	4	1	1/8	1/8	1	102			
9	9	71/2	71/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8	1/8	1	103			
10	10	36	36	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	104			
10	10	38	38	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	105			
10	10	36	36	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	106			
10	10	37	37	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	107			
10	10	39	39	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	108			
10	10	36	36	0.5	0	0	Chord	2/2	3	1	1/8	1/8	1	109			
10	10	73/2	73/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	110			
10	10	37	37	0.5	1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	111			
10	10	75/2	75/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	112			
10	10	38	38	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	113			
10	10	39	39	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	114			
10	10	36	36	0.0	0	0	FiguredBass	2/2	4	1	0				1/8	9	
10	10	36	36	0.5	0	0	Chord	2/2	4	1	1/8	1/8	1	115			
10	10	73/2	73/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8	1/8	1	116			
10	10	37	37	0.0	1/4	1/4	FiguredBass	2/2	4	1	0				1/8	8	
10	10	37	37	0.5	1/4	1/4	Chord	2/2	4	1	1/8	1/8	1	117			
10	10	75/2	75/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8	1/8	1	118			
10	10	38	38	0.0	1/2	1/2	FiguredBass	2/2	4	1	0				1/4	6	5
10	10	38	38	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	119			
10	10	39	39	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/4	6	5
10	10	39	39	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	120			
11	11	40	40	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	121			
11	11	42	42	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	122			
11	11	40	40	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	123			
11	11	41	41	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	124			
11	11	43	43	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	125			
11	11	40	40	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	126			
11	11	41	41	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	127			
11	11	42	42	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	128			
11	11	43	43	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	129			
11	11	40	40	0.0	0	0	FiguredBass	2/2	4	1	0				1/4	9	
11	11	40	40	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	130			
11	11	41	41	0.0	1/4	1/4	FiguredBass	2/2	4	1	0				1/4	6	
11	11	41	41	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	131			
11	11	42	42	0.0	1/2	1/2	FiguredBass	2/2	4	1	0				1/4	6	5
11	11	42	42	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	132			
11	11	43	43	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/4	#	
11	11	43	43	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	133			
12	12	44	44	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	134			
12	12	89/2	89/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	135			
12	12	45	45	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	136			
12	12	91/2	91/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	137			
12	12	46	46	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	138			
12	12	93/2	93/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	139			
12	12	47	47	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	140			
12	12	95/2	95/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	141			
12	12	44	44	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	142			
12	12	46	46	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	143			
12	12	44	44	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	144			
12	12	46	46	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	145			
12	12	44	44	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	146			
12	12	46	46	0.0	1/2	1/2	FiguredBass	2/2	4	1	0				1/2	#	
12	12	46	46	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	147			
13	13	48	48	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	148			
13	13	97/2	97/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	149			
13	13	49	49	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	150			
13	13	51	51	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	151			
13	13	48	48	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	152			
13	13	49	49	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	153			
13	13	50	50	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	154			
13	13	48	48	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	155			
13	13	49	49	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	156			
13	13	50	50	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	157			
13	13	48	48	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	158			
13	13	49	49	0.0	1/4	1/4	FiguredBass	2/2	4	1	0				1/4	6	
13	13	49	49	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	159			
13	13	50	50	0.0	1/2	1/2	FiguredBass	2/2	4	1	0				1/4	7	
13	13	50	50	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	160			
14	14	52	52	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	161			
14	14	55	55	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	162			
14	14	52	52	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	163			
14	14	52	52	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	164			
14	14	52	52	0.0	0	0	FiguredBass	2/2	4	1	0				1/2	#	
14	14	52	52	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	165			
14	14	54	54	0.0	1/2	1/2	FiguredBass	2/2	4	1	0				1/4	b	
14	14	54	54	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	166			
14	14	55	55	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	167			
15	15	56	56	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	168			
15	15	57	57	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	169			
15	15	58	58	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	170			
15	15	59	59	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	171			
15	15	59	59	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	172			
15	15	56	56	0.0	0	0	FiguredBass	2/2	4	1	0				1/4	4	2+
15	15	56	56	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	173			
15	15	57	57	0.0	1/4	1/4	FiguredBass	2/2	4	1	0				1/4	6	
15	15	57	57	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	174			
15	15	58	58	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	175			
15	15	59	59	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/8	6	
15	15	59	59	0.5	3/4	3/4	Chord	2/2	4	1	1/8	1/8	1	176			
15	15	119/2	119/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8	1/8	1	177			
16	16	60	60	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	178			
16	16	61	61	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	179			
16	16	62	62	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	180			
16	16	63	63	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	181			
16	16	60	60	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	182			
16	16	61	61	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	183			
16	16	62	62	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	184			
16	16	63	63	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	185			
16	16	63	63	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	186			
16	16	60	60	0.0	0	0	FiguredBass	2/2	4	1	0				1/4	5\	4
16	16	60	60	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	187			
16	16	63	63	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/4	6	
16	16	63	63	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	188			
17	17	64	64	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	189			
17	17	66	66	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	190			
17	17	64	64	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	191			
17	17	65	65	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	192			
17	17	67	67	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	193			
17	17	64	64	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	194			
17	17	65	65	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	195			
17	17	66	66	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	196			
17	17	67	67	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	197			
17	17	64	64	0.0	0	0	FiguredBass	2/2	4	1	0				1/4	7	
17	17	64	64	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	198			
17	17	65	65	0.0	1/4	1/4	FiguredBass	2/2	4	1	0				1/4	7	
17	17	65	65	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	199			
17	17	66	66	0.0	1/2	1/2	FiguredBass	2/2	4	1	0				1/4	7	
17	17	66	66	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	200			
17	17	67	67	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/4	7	
17	17	67	67	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	201			
18	18	68	68	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	202			
18	18	70	70	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	203			
18	18	143/2	143/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	204			
18	18	68	68	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	205			
18	18	69	69	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	206			
18	18	70	70	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	207			
18	18	71	71	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	208			
18	18	68	68	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	209			
18	18	69	69	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	210			
18	18	70	70	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	211			
18	18	71	71	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	212			
18	18	68	68	0.0	0	0	FiguredBass	2/2	4	1	0				1/4	7	h
18	18	68	68	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	213			
18	18	69	69	0.0	1/4	1/4	FiguredBass	2/2	4	1	0				1/4	7	
18	18	69	69	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	214			
18	18	70	70	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	215			
18	18	71	71	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/4	6	
18	18	71	71	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	216			
19	19	72	72	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	217			
19	19	145/2	145/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	218			
19	19	73	73	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	219			
19	19	147/2	147/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	220			
19	19	74	74	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	221			
19	19	149/2	149/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	222			
19	19	151/2	151/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	223			
19	19	72	72	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	224			
19	19	73	73	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	225			
19	19	75	75	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	226			
19	19	72	72	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	227			
19	19	74	74	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	228			
19	19	75	75	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	229			
19	19	72	72	0.0	0	0	FiguredBass	2/2	4	1	0				1/4	9	
19	19	72	72	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	230			
19	19	74	74	0.0	1/2	1/2	FiguredBass	2/2	4	1	0				1/4	7	
19	19	74	74	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	231			
19	19	75	75	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	232			
20	20	76	76	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	233			
20	20	153/2	153/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	234			
20	20	77	77	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	235			
20	20	155/2	155/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	236			
20	20	78	78	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	237			
20	20	76	76	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	238			
20	20	153/2	153/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	239			
20	20	77	77	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	240			
20	20	79	79	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	241			
20	20	76	76	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	242			
20	20	77	77	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	243			
20	20	78	78	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	244			
20	20	79	79	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	245			
20	20	76	76	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	246			
20	20	77	77	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	247			
20	20	78	78	0.0	1/2	1/2	FiguredBass	2/2	4	1	0				1/4	5	4
20	20	78	78	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	248			
20	20	79	79	0.0	3/4	3/4	FiguredBass	2/2	4	1	0				1/4	3	
20	20	79	79	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	249			
21	21	80	80	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	250			
21	21	81	81	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	251			
21	21	83	83	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	252			
21	21	80	80	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	253			
21	21	80	80	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	254			
21	21	81	81	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	255			
21	21	82	82	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	256			
21	21	83	83	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	257			
21	21	80	80	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	258			
