mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
3	3	10	10	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/2	#		
3	3	10	10	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	52									
4	4	12	12	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	53									
4	4	14	14	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	54									14
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	55									
4	4	15	15	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	56									15
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	57									
4	4	12	12	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	58									16
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	59									
4	4	13	13	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	60									17
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	61									
4	4	14	14	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	62									18
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	63									
4	4	15	15	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	64									19
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	65									
4	4	12	12	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	66									
4	4	14	14	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	67									
4	4	12	12	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	68									
4	4	14	14	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/2	6		
4	4	14	14	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	69									
5	5	16	16	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	70									
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	71									
5	5	16	16	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	72									
5	5	18	18	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	73									20
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	74									
5	5	19	19	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	75									21
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	76									
5	5	16	16	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	77									
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	78									
5	5	17	17	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	79									
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	80									
5	5	18	18	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	81									
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	82									
5	5	19	19	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	83									
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	84									
5	5	16	16	0.0	0	0	FiguredBass	4/4	4	1	0									1/8	#		
5	5	16	16	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	85									
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	86									
5	5	17	17	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	87									
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	88									
5	5	18	18	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	89									
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	90									
5	5	19	19	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	91									
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	92									
6	6	20	20	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	93									
6	6	22	22	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	94									22
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	95									
6	6	23	23	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	96									23
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	97									
6	6	20	20	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	98									
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	99									
6	6	20	20	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	100									
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	101									
6	6	21	21	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	102									
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	103									
6	6	22	22	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	104									
6	6	20	20	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	105									
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	106									
6	6	21	21	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	107									
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	108									
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/2	6		
6	6	22	22	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	109									
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	110									
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	111									
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	112									
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	113									
7	7	24	24	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	114									24
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	115									
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	116									25
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	117									
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	118									
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	119									
7	7	24	24	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	120									
7	7	26	26	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	121									
7	7	27	27	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	122									
7	7	24	24	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	b		
7	7	24	24	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	123									
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/4	#		
7	7	26	26	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	124									
7	7	27	27	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/4	#		
7	7	27	27	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	125									
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	126									
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	127									
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	128									
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	129									
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	130									
8	8	28	28	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	131									
8	8	30	30	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	132									
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	133									
8	8	31	31	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	134									
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	135									
8	8	28	28	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	7		
8	8	28	28	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	136									
8	8	29	29	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/4	6		
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/8	#		
8	8	30	30	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	137									
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	138									
8	8	31	31	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	139									
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	140									
9	9	34	34	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	141									26
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	142									
9	9	35	35	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	143									27
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	144									
9	9	32	32	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	145									28
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	146									
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	147									29
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	148									
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	149									
9	9	32	32	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	150									
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	151									
9	9	33	33	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	152									
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	153									
9	9	34	34	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	154									
9	9	35	35	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	155									
9	9	32	32	0.0	0	0	FiguredBass	4/4	4	1	0									1/8	6		
9	9	32	32	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	156									
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	157									
9	9	33	33	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	158									
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	159									
9	9	34	34	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	160									
9	9	35	35	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	161									
10	10	36	36	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	162									30
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	163									
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	164									31
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	165									
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	166									32
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	167									
10	10	39	39	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	168									33
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	169									
10	10	36	36	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	170									34
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	171									
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	172									35
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	173									
10	10	38	38	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	174									36
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	175									
10	10	39	39	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	176									37
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	177									
10	10	36	36	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	178									
10	10	38	38	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	179									
10	10	36	36	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	180									
10	10	38	38	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/2	6		
10	10	38	38	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	181									
11	11	40	40	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	182									
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	183									
11	11	41	41	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	184									
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	185									
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	186									
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	187									
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	188									
11	11	40	40	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	189									
11	11	41	41	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	190									
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	191									
11	11	42	42	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	192									
11	11	40	40	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	6	4+	
11	11	40	40	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	193									
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/8	6		
11	11	41	41	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	194									
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	195									
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/4	5	4	
11	11	42	42	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	196									
11	11	43	43	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/4	#		
12	12	44	44	4.0	0	0	Chord	4/4	1	1	1	1	1	197									
12	12	44	44	4.0	0	0	Chord	4/4	2	1	1	1	1	198									
12	12	44	44	4.0	0	0	Chord	4/4	3	1	1	1	1	199									
12	12	44	44	4.0	0	0	Chord	4/4	4	1	1	1	1	200									
